,ds_count,task,ds,date,model_label,value,percent_of_max_sota,gain,ratio,max_sota,percent_of_max_metric,merge
22,1,Age Estimation,ChaLearn 2015 - Age Estimation benchmarking,2016-11,DLDL+VGG-Face,-3.51,100.0,-3.51,100,-3.51,117.0,MAE
23,1,Head Pose Estimation,Pointing'04 - Head Pose Estimation benchmarking,2016-11,Ours DLDL (KL),-4.64,100.0,-4.64,100,-4.64,154.67,MAE
24,1,Head Pose Estimation,BJUT-3D - Head Pose Estimation benchmarking,2016-11,Ours DLDL (KL),-0.09,100.0,-0.09,100,-0.09,3.0,MAE
25,1,Formation Energy,QM9 - Formation Energy benchmarking,2017-02,HDAD+KRR,-0.58,239.67,-0.58,100,-0.242,19.33,MAE
26,1,Formation Energy,QM9 - Formation Energy benchmarking,2017-04,MPNN,-0.45,185.95,0.13,0.3846,-0.242,15.0,MAE
27,1,Formation Energy,QM9 - Formation Energy benchmarking,2017-06,SchNet,-0.31,128.1,0.14,0.4142,-0.242,10.33,MAE
28,1,Formation Energy,QM9 - Formation Energy benchmarking,2017-09,HIP-NN,-0.256,105.79,0.054,0.1598,-0.242,8.53,MAE
29,1,Formation Energy,QM9 - Formation Energy benchmarking,2018-06,SchNet-edge-update,-0.242,100.0,0.014,0.0414,-0.242,8.07,MAE
30,1,Crowd Counting,UCF CC 50 - Crowd Counting benchmarking,2017-07,Cascaded-MTL,-322.8,143.09,-322.8,100,-225.6,10760.0,MAE
31,1,Crowd Counting,UCF CC 50 - Crowd Counting benchmarking,2019-06,LSC-CNN,-225.6,100.0,97.2,1.0,-225.6,7520.0,MAE
32,1,Crowd Counting,ShanghaiTech B - Crowd Counting benchmarking,2017-07,Cascaded-MTL,-20.0,298.51,-20.0,100,-6.7,666.67,MAE
33,1,Crowd Counting,ShanghaiTech B - Crowd Counting benchmarking,2019-06,LSC-CNN,-8.1,120.9,11.9,0.8947,-6.7,270.0,MAE
34,1,Crowd Counting,ShanghaiTech B - Crowd Counting benchmarking,2019-08,S-DCNet,-6.7,100.0,1.4,0.1053,-6.7,223.33,MAE
35,1,Crowd Counting,ShanghaiTech A - Crowd Counting benchmarking,2017-07,Cascaded-MTL,-101.3,173.76,-101.3,100,-58.3,3376.67,MAE
36,1,Crowd Counting,ShanghaiTech A - Crowd Counting benchmarking,2019-06,LSC-CNN,-66.4,113.89,34.9,0.8116,-58.3,2213.33,MAE
37,1,Crowd Counting,ShanghaiTech A - Crowd Counting benchmarking,2019-08,S-DCNet,-58.3,100.0,8.1,0.1884,-58.3,1943.33,MAE
38,1,Saliency Detection,DUT-OMRON - Saliency Detection benchmarking,2017-08,UCF,-0.1203,290.58,-0.1203,100,-0.0414,4.01,MAE
39,1,Saliency Detection,DUT-OMRON - Saliency Detection benchmarking,2019-03,Pyramid Feature Attention,-0.0414,100.0,0.0789,1.0,-0.0414,1.38,MAE
40,1,Depth Completion,KITTI Depth Completion - Depth Completion benchmarking,2017-08,SparseConvs,-481.0,231.25,-481.0,100,-208.0,16033.33,MAE
41,1,Depth Completion,KITTI Depth Completion - Depth Completion benchmarking,2018-08,Spade-sD,-248.0,119.23,233.0,0.8535,-208.0,8266.67,MAE
42,1,Depth Completion,KITTI Depth Completion - Depth Completion benchmarking,2018-08,Spade-RGBsD,-235.0,112.98,13.0,0.0476,-208.0,7833.33,MAE
43,1,Depth Completion,KITTI Depth Completion - Depth Completion benchmarking,2018-11,NConv-CNN-L2,-233.0,112.02,2.0,0.0073,-208.0,7766.67,MAE
44,1,Depth Completion,KITTI Depth Completion - Depth Completion benchmarking,2018-11,NConv-CNN-L1,-208.0,100.0,25.0,0.0916,-208.0,6933.33,MAE
45,1,Video Prediction,Human3.6M - Video Prediction benchmarking,2017-12,PredRNN,-1895.2,106.3,-1895.2,100,-1782.8,63173.33,MAE
46,1,Video Prediction,Human3.6M - Video Prediction benchmarking,2018-11,MIM,-1782.8,100.0,112.4,1.0,-1782.8,59426.67,MAE
47,1,Facial Beauty Prediction,SCUT-FBP - Facial Beauty Prediction benchmarking,2018-01,Combined Features + Gaussian Reg,-0.3931,151.48,-0.3931,100,-0.2595,13.1,MAE
48,1,Facial Beauty Prediction,SCUT-FBP - Facial Beauty Prediction benchmarking,2018-03,CNN features + Bayesian ridge regression,-0.2595,100.0,0.1336,1.0,-0.2595,8.65,MAE
49,1,Age Estimation,MORPH - Age Estimation benchmarking,2018-04,CMAAE-OR,-1.48,100.0,-1.48,100,-1.48,49.33,MAE
50,1,Age Estimation,FGNET - Age Estimation benchmarking,2018-04,CMAAE-OR,-3.62,122.71,-3.62,100,-2.95,120.67,MAE
51,1,Age Estimation,FGNET - Age Estimation benchmarking,2019-04,C3AE (WIKI-IMDB),-2.95,100.0,0.67,1.0,-2.95,98.33,MAE
52,1,RGB Salient Object Detection,SOD - RGB Salient Object Detection benchmarking,2018-06,BMPM,-0.108,105.88,-0.108,100,-0.102,3.6,MAE
53,1,RGB Salient Object Detection,SOD - RGB Salient Object Detection benchmarking,2019-04,PoolNet (VGG-16),-0.102,100.0,0.006,1.0,-0.102,3.4,MAE
54,1,RGB Salient Object Detection,PASCAL-S - RGB Salient Object Detection benchmarking,2018-06,BMPM,-0.074,113.85,-0.074,100,-0.065,2.47,MAE
55,1,RGB Salient Object Detection,PASCAL-S - RGB Salient Object Detection benchmarking,2019-04,CPD-R (ResNet50),-0.072,110.77,0.002,0.2222,-0.065,2.4,MAE
56,1,RGB Salient Object Detection,PASCAL-S - RGB Salient Object Detection benchmarking,2019-04,PoolNet (VGG-16),-0.065,100.0,0.007,0.7778,-0.065,2.17,MAE
57,1,Formation Energy,Materials Project - Formation Energy benchmarking,2018-06,SchNet,-31.8,140.09,-31.8,100,-22.7,1060.0,MAE
58,1,Formation Energy,Materials Project - Formation Energy benchmarking,2018-06,SchNet-edge-update,-22.7,100.0,9.1,1.0,-22.7,756.67,MAE
59,1,Steering Control,Comma.ai - Steering Control benchmarking,2018-11,FM-Net,-0.7048,100.0,-0.7048,100,-0.7048,23.49,MAE
60,1,Steering Control,Udacity - Steering Control benchmarking,2018-11,FM-Net,-1.6236,100.0,-1.6236,100,-1.6236,54.12,MAE
61,1,Saliency Detection,DUTS-test - Saliency Detection benchmarking,2019-03,Pyramid Feature Attention,-0.0405,100.0,-0.0405,100,-0.0405,1.35,MAE
62,1,Saliency Detection,PASCAL-S - Saliency Detection benchmarking,2019-03,Pyramid Feature Attention,-0.0677,100.0,-0.0677,100,-0.0677,2.26,MAE
63,1,Saliency Detection,HKU-IS - Saliency Detection benchmarking,2019-03,Pyramid Feature Attention,-0.0324,100.0,-0.0324,100,-0.0324,1.08,MAE
64,1,Saliency Detection,ECSSD - Saliency Detection benchmarking,2019-03,Pyramid Feature Attention,-0.0328,100.0,-0.0328,100,-0.0328,1.09,MAE
65,1,RGB Salient Object Detection,DUTS-test - RGB Salient Object Detection benchmarking,2019-04,CPD-R (ResNet50),-0.043,100.0,-0.043,100,-0.043,1.43,MAE
66,1,RGB Salient Object Detection,HKU-IS - RGB Salient Object Detection benchmarking,2019-04,CPD-R (ResNet50),-0.034,113.33,-0.034,100,-0.03,1.13,MAE
67,1,RGB Salient Object Detection,HKU-IS - RGB Salient Object Detection benchmarking,2019-04,PoolNet (VGG-16),-0.03,100.0,0.004,1.0,-0.03,1.0,MAE
68,1,Camouflaged Object Segmentation,COD - Camouflaged Object Segmentation benchmarking,2019-04,CPD,-0.059,100.0,-0.059,100,-0.059,1.97,MAE
69,1,RGB Salient Object Detection,ECSSD - RGB Salient Object Detection benchmarking,2019-04,CPD-R (ResNet50),-0.037,100.0,-0.037,100,-0.037,1.23,MAE
70,1,RGB Salient Object Detection,ECSSD - RGB Salient Object Detection benchmarking,2019-06,BASNet,-0.037,100.0,0.0,nan,-0.037,1.23,MAE
71,1,RGB Salient Object Detection,DUT-OMRON - RGB Salient Object Detection benchmarking,2019-04,CPD-R (ResNet50),-0.056,105.66,-0.056,100,-0.053,1.87,MAE
72,1,RGB Salient Object Detection,DUT-OMRON - RGB Salient Object Detection benchmarking,2019-04,PoolNet (VGG-16),-0.053,100.0,0.003,1.0,-0.053,1.77,MAE
73,1,Depth Completion,VOID - Depth Completion benchmarking,2019-05,VOICED,-85.05,100.0,-85.05,100,-85.05,2835.0,MAE
74,1,Formation Energy,OQMD v1.2 - Formation Energy benchmarking,2019-05,CGNN-192,-34.6,113.44,-34.6,100,-30.5,1153.33,MAE
75,1,Formation Energy,OQMD v1.2 - Formation Energy benchmarking,2019-05,CGNN Ensemble,-30.5,100.0,4.1,1.0,-30.5,1016.67,MAE
76,1,Salient Object Detection,DUTS-TE - Salient Object Detection benchmarking,2019-06,BASNET (ResNet-34),-0.047,100.0,-0.047,100,-0.047,1.57,MAE
77,1,Salient Object Detection,ECSSD - Salient Object Detection benchmarking,2019-06,BASNet (ResNet-34),-0.037,100.0,-0.037,100,-0.037,1.23,MAE
78,1,Camouflaged Object Segmentation,CAMO - Camouflaged Object Segmentation benchmarking,2019-06,BASNet,-0.159,100.0,-0.159,100,-0.159,5.3,MAE
79,1,Age Estimation,CACD - Age Estimation benchmarking,2019-08,RNDF,-4.6,100.0,-4.6,100,-4.6,153.33,MAE
0,1,Real-Time Object Detection,PASCAL VOC 2007 - Real-Time Object Detection benchmarking,2015-06,Faster R-CNN,7.0,15.22,7.0,100,46.0,0.07,FPS
1,1,Real-Time Object Detection,PASCAL VOC 2007 - Real-Time Object Detection benchmarking,2015-06,YOLO,46.0,100.0,39.0,1.0,46.0,0.44,FPS
2,1,Keypoint Detection,COCO - Keypoint Detection benchmarking,2016-12,AlphaPose,23.0,100.0,23,100,23,0.22,FPS
3,1,Real-Time Object Detection,COCO - Real-Time Object Detection benchmarking,2017-03,Mask R-CNN X-152-32x8d,3.0,3.61,3.0,100,83.0,0.03,FPS
4,1,Real-Time Object Detection,COCO - Real-Time Object Detection benchmarking,2018-04,YOLOv3-320,45.0,54.22,42.0,0.525,83.0,0.43,FPS
5,1,Real-Time Object Detection,COCO - Real-Time Object Detection benchmarking,2019-09,TTFNet,54.4,65.54,9.4,0.1175,83.0,0.52,FPS
6,1,Real-Time Object Detection,COCO - Real-Time Object Detection benchmarking,2019-11,CSPResNeXt50-PANet-SPP,58.0,69.88,3.6,0.045,83.0,0.55,FPS
7,1,Real-Time Object Detection,COCO - Real-Time Object Detection benchmarking,2020-04,YOLOv4-512,83.0,100.0,25.0,0.3125,83.0,0.79,FPS
8,1,Multi-Person Pose Estimation,CrowdPose - Multi-Person Pose Estimation benchmarking,2018-12,Joint-candidate SPPE +,10.1,100.0,10.1,100,10.1,0.1,FPS
9,1,Hand Pose Estimation,ICVL Hands - Hand Pose Estimation benchmarking,2019-08,A2J,105.06,100.0,105.06,100,105.06,1.0,FPS
10,1,3D Pose Estimation,K2HPD - 3D Pose Estimation benchmarking,2019-08,A2J,93.78,100.0,93.78,100,93.78,0.89,FPS
11,1,Hand Pose Estimation,NYU Hands - Hand Pose Estimation benchmarking,2019-08,A2J,105.06,100.0,105.06,100,105.06,1.0,FPS
0,1,Dense Object Detection,SKU-110K - Dense Object Detection benchmarking,2015-06,Faster-RCNN,0.01,1.8,0.01,100,0.556,0.0,AP75
1,1,Dense Object Detection,SKU-110K - Dense Object Detection benchmarking,2016-12,YOLO9000opt,0.073,13.13,0.063,0.1154,0.556,0.0,AP75
2,1,Dense Object Detection,SKU-110K - Dense Object Detection benchmarking,2017-08,RetinaNet,0.389,69.96,0.316,0.5788,0.556,0.0,AP75
3,1,Dense Object Detection,SKU-110K - Dense Object Detection benchmarking,2019-04,Soft-IoU + EM-Merger unit,0.556,100.0,0.167,0.3059,0.556,0.01,AP75
4,1,Object Detection,COCO test-dev - Object Detection benchmarking,2015-12,SSD512,30.3,51.79,30.3,100,58.5,0.36,AP75
5,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-03,Mask R-CNN (ResNeXt-101-FPN),43.4,74.19,13.1,0.4645,58.5,0.51,AP75
6,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-08,RetinaNet (ResNeXt-101-FPN),44.1,75.38,0.7,0.0248,58.5,0.52,AP75
7,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,RefineDet512+ (ResNet-101),45.7,78.12,1.6,0.0567,58.5,0.54,AP75
8,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,"D-RFCN + SNIP (ResNet-101, multi-scale)",48.4,82.74,2.7,0.0957,58.5,0.57,AP75
9,1,Object Detection,COCO test-dev - Object Detection benchmarking,2017-11,"D-RFCN + SNIP (DPN-98 with flip, multi-scale)",51.1,87.35,2.7,0.0957,58.5,0.6,AP75
10,1,Object Detection,COCO test-dev - Object Detection benchmarking,2018-03,"PANet (ResNeXt-101, multi-scale)",51.8,88.55,0.7,0.0248,58.5,0.61,AP75
11,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-01,"TridentNet (ResNet-101-Deformable, Image Pyramid)",53.5,91.45,1.7,0.0603,58.5,0.63,AP75
12,1,Object Detection,COCO test-dev - Object Detection benchmarking,2019-09,"Cascade Mask R-CNN (Triple-ResNeXt152, multi-scale)",58.5,100.0,5.0,0.1773,58.5,0.69,AP75
13,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2016-11,AE,72.3,85.56,72.3,100,84.5,0.85,AP75
14,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN,80.0,94.67,7.7,0.6311,84.5,0.95,AP75
15,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2017-11,CPN+,80.9,95.74,0.9,0.0738,84.5,0.96,AP75
16,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base,81.1,95.98,0.2,0.0164,84.5,0.96,AP75
17,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2018-04,Simple Base+*,84.0,99.41,2.9,0.2377,84.5,0.99,AP75
18,1,Keypoint Detection,COCO test-dev - Keypoint Detection benchmarking,2019-02,HRNet*,84.5,100.0,0.5,0.041,84.5,1.0,AP75
19,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2016-11,CMU-Pose,67.5,87.44,67.5,100,77.2,0.8,AP75
20,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2017-01,G-RMI,71.3,92.36,3.8,0.3918,77.2,0.84,AP75
21,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2018-03,PersonLab,75.4,97.67,4.1,0.4227,77.2,0.89,AP75
22,1,Multi-Person Pose Estimation,COCO test-dev - Multi-Person Pose Estimation benchmarking,2019-08,HigherHRNet (HR-Net-48),77.2,100.0,1.8,0.1856,77.2,0.91,AP75
23,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-11,CMU-Pose,67.5,79.79,67.5,100,84.6,0.8,AP75
24,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-12,RMPE,69.8,82.51,2.3,0.1345,84.6,0.83,AP75
25,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2016-12,RMPE++,79.1,93.5,9.3,0.5439,84.6,0.93,AP75
26,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2017-11,"CPN+ [6, 9]",80.9,95.63,1.8,0.1053,84.6,0.96,AP75
27,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-04,Flow-based (ResNet-152),81.1,95.86,0.2,0.0117,84.6,0.96,AP75
28,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2018-12,PoseFix,81.9,96.81,0.8,0.0468,84.6,0.97,AP75
29,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-01,MSPN,83.8,99.05,1.9,0.1111,84.6,0.99,AP75
30,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-02,HRNet-W48,84.5,99.88,0.7,0.0409,84.6,1.0,AP75
31,1,Pose Estimation,COCO test-dev - Pose Estimation benchmarking,2019-10,HRNet-W48+DARK,84.6,100.0,0.1,0.0058,84.6,1.0,AP75
32,1,Object Detection,COCO minival - Object Detection benchmarking,2016-12,FPN+,43.3,81.85,43.3,100,52.9,0.51,AP75
33,1,Object Detection,COCO minival - Object Detection benchmarking,2017-11,Mask R-CNN (ResNet-101 + 1 NL),44.5,84.12,1.2,0.125,52.9,0.53,AP75
34,1,Object Detection,COCO minival - Object Detection benchmarking,2017-11,Mask R-CNN (ResNeXt-152 + 1 NL),48.9,92.44,4.4,0.4583,52.9,0.58,AP75
35,1,Object Detection,COCO minival - Object Detection benchmarking,2018-11,Mask R-CNN (ResNeXt-152-FPN),51.1,96.6,2.2,0.2292,52.9,0.6,AP75
36,1,Object Detection,COCO minival - Object Detection benchmarking,2018-11,"Mask R-CNN (ResNeXt-152-FPN, cascade)",52.9,100.0,1.8,0.1875,52.9,0.63,AP75
37,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-01,G-RMI*,75.2,91.04,75.2,100,82.6,0.89,AP75
38,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2017-11,CPN+,78.9,95.52,3.7,0.5,82.6,0.93,AP75
39,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2018-04,Simple Base+*,80.8,97.82,1.9,0.2568,82.6,0.96,AP75
40,1,Keypoint Detection,COCO test-challenge - Keypoint Detection benchmarking,2019-01,MSPN+*,82.6,100.0,1.8,0.2432,82.6,0.98,AP75
41,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2017-03,Mask R-CNN (ResNeXt-101-FPN),39.4,83.12,39.4,100,47.4,0.47,AP75
42,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2019-08,"Cascade R-CNN (ResNet-101-FPN, map-guided)",42.9,90.51,3.5,0.4375,47.4,0.51,AP75
43,1,Instance Segmentation,COCO test-dev - Instance Segmentation benchmarking,2019-11,CenterMask + VoVNetV2-99 (multi-scale),47.4,100.0,4.5,0.5625,47.4,0.56,AP75
44,1,Video Instance Segmentation,YouTube-VIS validation - Video Instance Segmentation benchmarking,2018-02,OSMN,29.1,100.0,29.1,100,29.1,0.34,AP75
45,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-04,YOLACT,25.4,86.99,25.4,100,29.2,0.3,AP75
46,1,Real-time Instance Segmentation,MSCOCO - Real-time Instance Segmentation benchmarking,2019-04,YOLACT-550 (ResNet-101-FPN),29.2,100.0,3.8,1.0,29.2,0.35,AP75
47,1,3D Object Detection,nuScenes-F - 3D Object Detection benchmarking,2019-05,RRPN + R101 - F,48.5,100.0,48.5,100,48.5,0.57,AP75
48,1,3D Object Detection,nuScenes-FB - 3D Object Detection benchmarking,2019-05,RRPN + R101 - FB,37.0,100.0,37,100,37,0.44,AP75
0,1,Gesture Recognition,Montalbano - Gesture Recognition benchmarking,2015-06,Temp Conv + LSTM,90.6,100.0,90.6,100,90.6,1.0,Jaccard\\ \\(Mean\\)
1,1,Semi-Supervised Video Object Segmentation,DAVIS 2016 - Semi-Supervised Video Object Segmentation benchmarking,2016-06,OFL,68.0,78.52,68.0,100,86.6,0.75,Jaccard\\ \\(Mean\\)
2,1,Semi-Supervised Video Object Segmentation,DAVIS 2016 - Semi-Supervised Video Object Segmentation benchmarking,2016-11,OSVOS,79.8,92.15,11.8,0.6344,86.6,0.88,Jaccard\\ \\(Mean\\)
3,1,Semi-Supervised Video Object Segmentation,DAVIS 2016 - Semi-Supervised Video Object Segmentation benchmarking,2017-06,OnAVOS,86.1,99.42,6.3,0.3387,86.6,0.95,Jaccard\\ \\(Mean\\)
4,1,Semi-Supervised Video Object Segmentation,DAVIS 2016 - Semi-Supervised Video Object Segmentation benchmarking,2019-08,RANet+ (online learning),86.6,100.0,0.5,0.0269,86.6,0.96,Jaccard\\ \\(Mean\\)
5,1,Unsupervised Video Object Segmentation,DAVIS 2016 - Unsupervised Video Object Segmentation benchmarking,2017-09,SFL,67.4,83.73,67.4,100,80.5,0.74,Jaccard\\ \\(Mean\\)
6,1,Unsupervised Video Object Segmentation,DAVIS 2016 - Unsupervised Video Object Segmentation benchmarking,2020-01,COSNet,80.5,100.0,13.1,1.0,80.5,0.89,Jaccard\\ \\(Mean\\)
7,1,Unsupervised Video Object Segmentation,FBMS - Unsupervised Video Object Segmentation benchmarking,2020-01,COSNet,75.6,100.0,75.6,100,75.6,0.83,Jaccard\\ \\(Mean\\)
0,1,Face Alignment,WFLW - Face Alignment benchmarking,2015-06,CFSS,0.366,61.9,0.366,100,0.5913,0.62,AUC\\-at\\-0\\.1\\ \\(all\\)
1,1,Face Alignment,WFLW - Face Alignment benchmarking,2017-07,DVLN,0.456,77.12,0.09,0.3995,0.5913,0.77,AUC\\-at\\-0\\.1\\ \\(all\\)
2,1,Face Alignment,WFLW - Face Alignment benchmarking,2017-11,Wing,0.554,93.69,0.098,0.435,0.5913,0.94,AUC\\-at\\-0\\.1\\ \\(all\\)
3,1,Face Alignment,WFLW - Face Alignment benchmarking,2019-02,3DDE (Inter-ocular Norm),0.5544,93.76,0.0004,0.0018,0.5913,0.94,AUC\\-at\\-0\\.1\\ \\(all\\)
4,1,Face Alignment,WFLW - Face Alignment benchmarking,2019-04,DeCaFA,0.563,95.21,0.0086,0.0382,0.5913,0.95,AUC\\-at\\-0\\.1\\ \\(all\\)
5,1,Face Alignment,WFLW - Face Alignment benchmarking,2019-06,GRegNet + LRefNet,0.584,98.77,0.021,0.0932,0.5913,0.99,AUC\\-at\\-0\\.1\\ \\(all\\)
6,1,Face Alignment,WFLW - Face Alignment benchmarking,2019-08,AVS,0.5913,100.0,0.0073,0.0324,0.5913,1.0,AUC\\-at\\-0\\.1\\ \\(all\\)
0,1,Face Alignment,WFLW - Face Alignment benchmarking,2015-06,CFSS,20.56,100.0,20.56,100,20.56,1.0,"FR\\-at\\-0\\.1\\(%,\\ all\\)"
0,1,Face Alignment,WFLW - Face Alignment benchmarking,2015-06,CFSS,9.07,83.67,9.07,100,10.84,0.84,"ME\\ \\(%,\\ all\\)"
1,1,Face Alignment,WFLW - Face Alignment benchmarking,2017-07,DVLN,10.84,100.0,1.77,1.0,10.84,1.0,"ME\\ \\(%,\\ all\\)"
0,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2015-06,DeepMatching*,5.84,15.81,5.84,100,36.94,0.16,Viewpoint\\ I\\ AEPE
1,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2016-11,SPyNet,36.94,100.0,31.1,1.0,36.94,1.0,Viewpoint\\ I\\ AEPE
0,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2015-06,DeepMatching*,4.63,9.09,4.63,100,50.92,0.09,Viewpoint\\ II\\ AEPE
1,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2016-11,SPyNet,50.92,100.0,46.29,1.0,50.92,1.0,Viewpoint\\ II\\ AEPE
0,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2015-06,DeepMatching*,12.43,22.9,12.43,100,54.29,0.23,Viewpoint\\ III\\ AEPE
1,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2016-11,SPyNet,54.29,100.0,41.86,1.0,54.29,1.0,Viewpoint\\ III\\ AEPE
0,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2015-06,DeepMatching*,12.17,19.44,12.17,100,62.6,0.19,Viewpoint\\ IV\\ AEPE
1,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2016-11,SPyNet,62.6,100.0,50.43,1.0,62.6,1.0,Viewpoint\\ IV\\ AEPE
0,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2015-06,DeepMatching*,22.55,31.07,22.55,100,72.57,0.31,Viewpoint\\ V\\ AEPE
1,1,Dense Pixel Correspondence Estimation,HPatches - Dense Pixel Correspondence Estimation benchmarking,2016-11,SPyNet,72.57,100.0,50.02,1.0,72.57,1.0,Viewpoint\\ V\\ AEPE
0,1,Human Pose Forecasting,Human3.6M - Human Pose Forecasting benchmarking,2015-08,ERD,1.78,100.0,1.78,100,1.78,1.0,"MAR,\\ walking,\\ 400ms"
0,1,Human Pose Forecasting,Human3.6M - Human Pose Forecasting benchmarking,2015-08,ERD,2.38,100.0,2.38,100,2.38,1.0,"MAR,\\ walking,\\ 1,000ms"
0,1,Color Image Denoising,Darmstadt Noise Dataset - Color Image Denoising benchmarking,2015-08,TNRD,0.8306,88.16,0.8306,100,0.9421,0.88,SSIM\\ \\(sRGB\\)
1,1,Color Image Denoising,Darmstadt Noise Dataset - Color Image Denoising benchmarking,2018-07,TWSC,0.9403,99.81,0.1097,0.9839,0.9421,1.0,SSIM\\ \\(sRGB\\)
2,1,Color Image Denoising,Darmstadt Noise Dataset - Color Image Denoising benchmarking,2018-07,CBDNet (Blind),0.9421,100.0,0.0018,0.0161,0.9421,1.0,SSIM\\ \\(sRGB\\)
3,1,Image Denoising,DND - Image Denoising benchmarking,2018-07,CBDNet,0.942,100.0,0.942,100,0.942,1.0,SSIM\\ \\(sRGB\\)
4,1,Image Denoising,SIDD - Image Denoising benchmarking,2018-07,CBDNet,0.801,100.0,0.801,100,0.801,0.85,SSIM\\ \\(sRGB\\)
0,1,Color Image Denoising,Darmstadt Noise Dataset - Color Image Denoising benchmarking,2015-08,TNRD,33.65,88.41,33.65,100,38.06,0.88,PSNR\\ \\(sRGB\\)
1,1,Color Image Denoising,Darmstadt Noise Dataset - Color Image Denoising benchmarking,2018-07,TWSC,37.94,99.68,4.29,0.9728,38.06,1.0,PSNR\\ \\(sRGB\\)
2,1,Color Image Denoising,Darmstadt Noise Dataset - Color Image Denoising benchmarking,2018-07,CBDNet (Blind),38.06,100.0,0.12,0.0272,38.06,1.0,PSNR\\ \\(sRGB\\)
3,1,Image Denoising,DND - Image Denoising benchmarking,2018-07,CBDNet,38.06,100.0,38.06,100,38.06,1.0,PSNR\\ \\(sRGB\\)
4,1,Image Denoising,SIDD - Image Denoising benchmarking,2018-07,CBDNet,30.78,100.0,30.78,100,30.78,0.81,PSNR\\ \\(sRGB\\)
0,1,3D Object Detection,SUN-RGBD val - 3D Object Detection benchmarking,2015-11,DSS,42.1,71.24,42.1,100,59.1,0.66,mAP\\-at\\-0\\.25
1,1,3D Object Detection,SUN-RGBD val - 3D Object Detection benchmarking,2016-06,COG,47.6,80.54,5.5,0.3235,59.1,0.74,mAP\\-at\\-0\\.25
2,1,3D Object Detection,SUN-RGBD val - 3D Object Detection benchmarking,2017-11,F-PointNet,54.0,91.37,6.4,0.3765,59.1,0.84,mAP\\-at\\-0\\.25
3,1,3D Object Detection,SUN-RGBD val - 3D Object Detection benchmarking,2019-04,VoteNet (Geo only),59.1,100.0,5.1,0.3,59.1,0.92,mAP\\-at\\-0\\.25
4,1,3D Object Detection,SUN-RGBD - 3D Object Detection benchmarking,2017-11,Frustum PointNets,54.0,85.17,54.0,100,63.4,0.84,mAP\\-at\\-0\\.25
5,1,3D Object Detection,SUN-RGBD - 3D Object Detection benchmarking,2020-01,ImVoteNet,63.4,100.0,9.4,1.0,63.4,0.99,mAP\\-at\\-0\\.25
6,1,3D Semantic Instance Segmentation,ScanNetV1 - 3D Semantic Instance Segmentation benchmarking,2017-11,SGPN,35.1,100.0,35.1,100,35.1,0.55,mAP\\-at\\-0\\.25
