,date,individual,class,class_label,performance_measure,metricName,result,model_label
3904,2020-04-19,https://identifiers.org/ito:ITO_igjGvXKt4MC4O8icX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83,ResNeSt-101 model in \'ResNeSt: Split-Attention Networks\'
3912,2019-08-04,https://identifiers.org/ito:ITO_igKv6jixdHZba4LSK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.87,AOGNet-40M-AN model in \'Attentive Normalization\'
3920,2020-03-18,https://identifiers.org/ito:ITO_igkyrfpul0U5wBO0o,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.4,FixEfficientNet-B5 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
3928,2021-06-15,https://identifiers.org/ito:ITO_igPaX0oyMV0Ao6vhY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.3,BEiT model in \'BEiT: BERT Pre-Training of Image Transformers\'
3936,2021-01-05,https://identifiers.org/ito:ITO_icmgH9XvJ9XeIehzE,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.7,ResNet-50 model in \'AutoDropout: Learning Dropout Patterns to Regularize Deep Networks\'
3944,2019-02-14,https://identifiers.org/ito:ITO_ictSqU9YMD3wdOnHp,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.1,MultiGrain SENet154 (450px) model in \'MultiGrain: a unified image embedding for classes and instances\'
3952,2019-02-14,https://identifiers.org/ito:ITO_iczN6emJPTUyfTUNr,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.2,MultiGrain PNASNet (450px) model in \'MultiGrain: a unified image embedding for classes and instances\'
3960,2020-03-18,https://identifiers.org/ito:ITO_id4Z0rnk6EW8PlFpL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,87.1,FixEfficientNet-B7 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
3968,2021-04-01,https://identifiers.org/ito:ITO_id7JY6YUJDa7qQBDc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.7,EfficientNetV2-L model in \'EfficientNetV2: Smaller Models and Faster Training\'
3976,2021-02-11,https://identifiers.org/ito:ITO_idi47Gqik9uNPpMpn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.5,NFNet-F6 w/ SAM model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
3984,2020-12-23,https://identifiers.org/ito:ITO_igs4U0hAdHYcwD2gP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.2,DeiT-B 384 model in \'Training data-efficient image transformers & distillation through attention\'
3992,2017-07-10,https://identifiers.org/ito:ITO_igsDi2GxYR2SkXx0G,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.2,ResNet-101 (JFT-300M Finetuning) model in \'Revisiting Unreasonable Effectiveness of Data in Deep Learning Era\'
4000,2019-11-11,https://identifiers.org/ito:ITO_ijvMXEyVLn4lAjJWe,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.7,NoisyStudent (EfficientNet-L2) model in \'Self-training with Noisy Student improves ImageNet classification\'
4008,2019-12-10,https://identifiers.org/ito:ITO_ik6DBhzqhQ4jEbije,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.4,SpineNet-143 model in \'SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization\'
4016,2021-03-23,https://identifiers.org/ito:ITO_is3aYKRlSMjjuaQH8,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.7,BossNet-T1+ model in \'BossNAS: Exploring Hybrid CNN-transformers with Block-wisely Self-supervised Neural Architecture Search\'
4024,2019-06-14,https://identifiers.org/ito:ITO_isJETnzUqTxkWenZL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.8,FixPNASNet-5 model in \'Fixing the train-test resolution discrepancy\'
4032,2019-08-12,https://identifiers.org/ito:ITO_isjZblsumWzhinRoh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.16,LIP-DenseNet-BC-121 model in \'LIP: Local Importance-based Pooling\'
4040,2019-10-08,https://identifiers.org/ito:ITO_isRx9P6p4aHl9kj9I,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.55,ECA-Net (ResNet-152) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
4048,2014-06-18,https://identifiers.org/ito:ITO_iswYZIrjpNjV7iQkO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,89.05,MSRA model in \'Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition\'
4056,2019-05-28,https://identifiers.org/ito:ITO_isXhvN9ri6Npmmu3Q,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.5,EfficientNet-B3 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
4064,2019-11-11,https://identifiers.org/ito:ITO_isZ6GBSNW8Pf2JShf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.8,NoisyStudent (EfficientNet-B5) model in \'Self-training with Noisy Student improves ImageNet classification\'
4072,2017-12-02,https://identifiers.org/ito:ITO_inWFGbLKwqbMXJ7tp,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.2,PNASNet-5 model in \'Progressive Neural Architecture Search\'
4080,2020-03-25,https://identifiers.org/ito:ITO_ioaJ0aTNpzRlJFQDf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.3,GreedyNAS-A model in \'GreedyNAS: Towards Fast One-Shot NAS with Greedy Supernet\'
4088,2019-08-16,https://identifiers.org/ito:ITO_ios7Ew1ZHeZSdrsbU,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.4,SCARLET-A model in \'SCARLET-NAS: Bridging the gap between Stability and Scalability in Weight-sharing Neural Architecture Search\'
4096,2019-05-02,https://identifiers.org/ito:ITO_iotNQ9zB42AFrS2iI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.8,ResNeXt-101 32x4d (semi-weakly sup.) model in \'Billion-scale semi-supervised learning for image classification\'
4104,2017-07-06,https://identifiers.org/ito:ITO_it2364Qblv5dMZZgL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.63,DPN-92 (224x224) model in \'Dual Path Networks\'
4112,2019-12-24,https://identifiers.org/ito:ITO_itAHEllimAZQkhFAG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.69,BiT-M (ResNet) model in \'Big Transfer (BiT): General Visual Representation Learning\'
4120,2021-01-27,https://identifiers.org/ito:ITO_ip3W8rHJqsWJADmkp,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.5,ResNet-50 model in \'Bottleneck Transformers for Visual Recognition\'
4128,2021-01-27,https://identifiers.org/ito:ITO_ipar1DdH2PF0ec8Fn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.6,SENet-350 model in \'Bottleneck Transformers for Visual Recognition\'
4136,2019-09-26,https://identifiers.org/ito:ITO_ipaxBNxPeJNSFL0yv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,81.3,BBG (ResNet-18) model in \'Balanced Binary Neural Networks with Gated Residual\'
4144,2019-11-11,https://identifiers.org/ito:ITO_ipBN3pmhcMItSxkK0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.3,NoisyStudent (EfficientNet-B2) model in \'Self-training with Noisy Student improves ImageNet classification\'
4152,2017-07-04,https://identifiers.org/ito:ITO_itOKFhJfGiJwIWwu1,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,89.8,ShuffleNet model in \'ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices\'
4160,2021-04-12,https://identifiers.org/ito:ITO_iu2QkOfuj8oU9Oh5e,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93,LocalViT-TNT model in \'LocalViT: Bringing Locality to Vision Transformers\'
4168,2021-04-12,https://identifiers.org/ito:ITO_ivq5sH8NaR5i6cy31,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.6,LocalViT-T model in \'LocalViT: Bringing Locality to Vision Transformers\'
4176,2020-03-25,https://identifiers.org/ito:ITO_iw5H85ric9plKMQnW,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.5,GreedyNAS-C model in \'GreedyNAS: Towards Fast One-Shot NAS with Greedy Supernet\'
4184,2020-03-18,https://identifiers.org/ito:ITO_iwOaWM1HbQmqOuW9B,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97,FixEfficientNetB4 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
4192,2019-02-14,https://identifiers.org/ito:ITO_ix89W03VxvdXr9Hxo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.9,MultiGrain R50-AA-224 model in \'MultiGrain: a unified image embedding for classes and instances\'
4200,2021-01-27,https://identifiers.org/ito:ITO_ix8Xr1Ib5NwKD7Har,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.7,SENet-101 model in \'Bottleneck Transformers for Visual Recognition\'
4208,2019-06-14,https://identifiers.org/ito:ITO_iNkaHLIixlk2v9CKc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.6,FixResNet-50 model in \'Fixing the train-test resolution discrepancy\'
4216,2018-07-31,https://identifiers.org/ito:ITO_iO64kIZ0xxxq71YuA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.3,MnasNet-A3 model in \'MnasNet: Platform-Aware Neural Architecture Search for Mobile\'
4224,2019-05-28,https://identifiers.org/ito:ITO_iHoZ1yodySdeyUWw4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.1,EfficientNet-B7 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
4232,2018-11-16,https://identifiers.org/ito:ITO_iO73WFU3XoewjDz0B,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97,GPIPE model in \'GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism\'
4240,2021-01-27,https://identifiers.org/ito:ITO_iOIjCignQIiCff8cc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.7,BoTNet T6 model in \'Bottleneck Transformers for Visual Recognition\'
4248,2020-09-29,https://identifiers.org/ito:ITO_iP3azVg0O2Zskff0W,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.9,iAFF-ResNeXt-50-32x4d model in \'Attentional Feature Fusion\'
4256,2021-05-17,https://identifiers.org/ito:ITO_iJpb6xh0UbhLRJGSi,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.7,RVT-Ti* model in \'Towards Robust Vision Transformer\'
4264,2020-03-18,https://identifiers.org/ito:ITO_iK5KnnmPA5HIK7VUj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.9,FixEfficientNet-B2 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
4272,2020-03-31,https://identifiers.org/ito:ITO_iKhqVVDFmJo4vEqUd,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,86.8,MUXNet-xs model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
4280,2012-12-01,https://identifiers.org/ito:ITO_iTAZ1wEy8VtaOwNBv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,84.6,AlexNet model in \'ImageNet Classification with Deep Convolutional Neural Networks\'
4288,2021-01-27,https://identifiers.org/ito:ITO_iTElBUehfiSwvz67d,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.9,BoTNet T7-320 model in \'Bottleneck Transformers for Visual Recognition\'
4296,2019-02-14,https://identifiers.org/ito:ITO_iTpqRqwjpuRpNwkpx,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.7,MultiGrain PNASNet (500px) model in \'MultiGrain: a unified image embedding for classes and instances\'
4304,2019-11-27,https://identifiers.org/ito:ITO_iTyTnoaQhXOpSvNe2,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.7,GhostNet model in \'GhostNet: More Features from Cheap Operations\'
4312,2014-09-04,https://identifiers.org/ito:ITO_iUFl8mqgQuZqrcvbX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,91.9,VGG-16 model in \'Very Deep Convolutional Networks for Large-Scale Image Recognition\'
4320,2019-10-08,https://identifiers.org/ito:ITO_iLNdkc2YVAxv4IiNo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,90.81,ECA-Net (MobileNetV2) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
4328,2021-01-27,https://identifiers.org/ito:ITO_iPFWM6fud63VszsCj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97,BoTNet T7 model in \'Bottleneck Transformers for Visual Recognition\'
4336,2019-05-13,https://identifiers.org/ito:ITO_iPHNcJNlMp3JetvXk,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.1,ResNet-50 (CutMix) model in \'CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features\'
4344,2016-08-25,https://identifiers.org/ito:ITO_iPKIqldgEh0bVGmyT,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.66,DenseNet-201 model in \'Densely Connected Convolutional Networks\'
4352,2018-02-07,https://identifiers.org/ito:ITO_iPWeHSCXwFVbYFVU0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.83,Modified Aligned Xception model in \'Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation\'
4360,2017-07-06,https://identifiers.org/ito:ITO_iQQp9rDqy0arejR8z,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.48,"DPN-68 (320x320, Mean-Max Pooling) model in \'Dual Path Networks\'"
4368,2019-10-08,https://identifiers.org/ito:ITO_iW3Ygwpl4rXkT6ue0,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.34,ECA-Net (ResNet-101) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
4376,2021-03-19,https://identifiers.org/ito:ITO_iabY5lWeuk8fqF1Ov,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.83,HVT-S-1 model in \'Scalable Visual Transformers with Hierarchical Pooling\'
4384,2021-02-11,https://identifiers.org/ito:ITO_ieyJzeZigMmtGRWea,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.3,NFNet-F2 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
4392,2013-12-19,https://identifiers.org/ito:ITO_ifaKg3I4GdSU6a1nR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,86.3,Five Base + Five HiRes model in \'Some Improvements on Deep Convolutional Neural Network Based Image Classification\'
4400,2021-06-04,https://identifiers.org/ito:ITO_ifhwt38e49EEQTWPG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.3,"ResNet-50 (X-volution, stage3) model in \'X-volution: On the unification of convolution and self-attention\'"
4408,2018-10-30,https://identifiers.org/ito:ITO_ifmbKcmkD5t5nu6vY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.15,"ResNet-50 + DropBlock (0.9 kp, 0.1 label smoothing) model in \'DropBlock: A regularization method for convolutional networks\'"
4416,2021-07-01,https://identifiers.org/ito:ITO_ifo9MpZbvgdgZuhdh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.2,GFNet-H-B model in \'Global Filter Networks for Image Classification\'
4424,2019-06-14,https://identifiers.org/ito:ITO_iQRiLYD4OOTpxtKKL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98,FixResNeXt-101 32x48d model in \'Fixing the train-test resolution discrepancy\'
4432,2020-06-18,https://identifiers.org/ito:ITO_ilJkLPBNWugYe3iMU,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.4,ResNet50_vd_ssld model in \'Semi-Supervised Recognition under a Noisy and Fine-grained Dataset\'
4440,2020-03-23,https://identifiers.org/ito:ITO_ilRE6ZIcwHdHy4yym,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,98.8,Meta Pseudo Labels (EfficientNet-L2) model in \'Meta Pseudo Labels\'
4448,2021-03-22,https://identifiers.org/ito:ITO_iWp7OndKL9Z4DDX0c,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,93.4,CeiT-T model in \'Incorporating Convolution Designs into Visual Transformers\'
4456,2021-03-19,https://identifiers.org/ito:ITO_iWqerq7AlYvxtww4p,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,89.4,HVT-Ti-1 model in \'Scalable Visual Transformers with Hierarchical Pooling\'
4464,2019-04-20,https://identifiers.org/ito:ITO_iazAtdC9vPz8jzKH4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.82,ScaleNet-152 model in \'Data-Driven Neuron Allocation for Scale Aggregation Networks\'
4472,2021-03-22,https://identifiers.org/ito:ITO_ibFw5eeonq45t7xDa,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.9,CeiT-S model in \'Incorporating Convolution Designs into Visual Transformers\'
4480,2020-03-31,https://identifiers.org/ito:ITO_ibJvRu624taoIeTnT,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.5,MUXNet-m model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
4488,2016-02-23,https://identifiers.org/ito:ITO_ibkafH2PXED9WkmjE,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.1,"Inception ResNet V2 model in \'Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning\'"
4496,2018-05-02,https://identifiers.org/ito:ITO_ifp8J0IYxd9nPVqvQ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,97.2,ResNeXt-101 32×16d model in \'Exploring the Limits of Weakly Supervised Pretraining\'
4504,2019-05-23,https://identifiers.org/ito:ITO_ifpyHpGDsdMfuu7SV,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.368,SGE-ResNet101 model in \'Spatial Group-wise Enhance: Improving Semantic Feature Learning in Convolutional Networks\'
4512,2020-06-20,https://identifiers.org/ito:ITO_ifrfrJllZst39VCye,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.72,PyConvResNet-101 model in \'Pyramidal Convolution: Rethinking Convolutional Neural Networks for Visual Recognition\'
4520,2021-04-12,https://identifiers.org/ito:ITO_ifw6OEg7WkWAuiEeA,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.4,LocalViT-S model in \'LocalViT: Bringing Locality to Vision Transformers\'
4528,2017-07-06,https://identifiers.org/ito:ITO_ifxVXXD3fRBKfhe63,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.77,DPN-131 (320x320) model in \'Dual Path Networks\'
4536,2019-05-28,https://identifiers.org/ito:ITO_iRjAMbAvZfrIDJEER,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.4,EfficientNet-B1 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
4544,2019-05-01,https://identifiers.org/ito:ITO_ibMVcfyO793vxB0Ds,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.3,ResNet-200 (Fast AA) model in \'Fast AutoAugment\'
4552,2017-07-06,https://identifiers.org/ito:ITO_ic95kBhPzFucfFRwR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,95.56,DPN-98 (320x320) model in \'Dual Path Networks\'
4560,2021-04-12,https://identifiers.org/ito:ITO_icgh2fk95OZlLf0ts,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.2,LocalViT-PVT model in \'LocalViT: Bringing Locality to Vision Transformers\'
4568,2019-11-11,https://identifiers.org/ito:ITO_ickIWygonv6id4L1i,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.9,NoisyStudent (EfficientNet-B3) model in \'Self-training with Noisy Student improves ImageNet classification\'
4576,2016-10-07,https://identifiers.org/ito:ITO_iclRlnbT7N1mtxfDL,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.5,Xception model in \'Xception: Deep Learning with Depthwise Separable Convolutions\'
4584,2020-03-31,https://identifiers.org/ito:ITO_ig65qdz9vKKbQ0qkT,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,90.3,MUXNet-s model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
4592,2019-05-28,https://identifiers.org/ito:ITO_igBM8y7ItiOViGzX6,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,96.7,EfficientNet-B5 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
4600,2019-02-14,https://identifiers.org/ito:ITO_iXsBC3zBqAzEtvXNt,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.8,MultiGrain R50-AA-500 model in \'MultiGrain: a unified image embedding for classes and instances\'
4608,2019-08-16,https://identifiers.org/ito:ITO_iRuJ9jlwPWCIxcvkl,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,92.6,SCARLET-C model in \'SCARLET-NAS: Bridging the gap between Stability and Scalability in Weight-sharing Neural Architecture Search\'
4616,2020-06-18,https://identifiers.org/ito:ITO_iRYLvb7YDurYPYqAs,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04858,Top 5 Accuracy,94.5,MobileNetV3_large_x1_0_ssld model in \'Semi-Supervised Recognition under a Noisy and Fine-grained Dataset\'
