,top_level_class,top_level_class_label,task_label,year,level_4,result
2427,https://identifiers.org/ito:ITO_00101,Vision process,Semi-supervised Anomaly Detection,2018,1,3
2428,https://identifiers.org/ito:ITO_00101,Vision process,Semi-supervised Anomaly Detection,2021,1,3
2429,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2015,0,2
2430,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2016,1,2
2431,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2017,1,1
2432,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2017,2,1
2433,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2018,0,1
2434,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2018,1,1
2435,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2018,2,1
2436,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2019,1,1
2437,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2019,2,1
2438,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2020,2,2
2439,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2020,1,1
2440,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2021,2,2
2441,https://identifiers.org/ito:ITO_00101,Vision process,Sequential Image Classification,2021,1,1
2442,https://identifiers.org/ito:ITO_00101,Vision process,Shadow Detection,2017,0,1
2443,https://identifiers.org/ito:ITO_00101,Vision process,Shadow Detection,2018,2,1
2444,https://identifiers.org/ito:ITO_00101,Vision process,Shadow Detection,2019,2,1
2445,https://identifiers.org/ito:ITO_00101,Vision process,Shadow Detection,2020,2,1
2446,https://identifiers.org/ito:ITO_00101,Vision process,Shadow Detection,2021,3,1
2447,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Recognition,2017,0,1
2448,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Recognition,2020,0,3
2449,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Recognition,2020,1,1
2450,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Recognition,2021,1,2
2451,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Recognition,2021,3,2
2452,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Translation,2018,0,1
2453,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Translation,2020,0,1
2454,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Translation,2020,1,1
2455,https://identifiers.org/ito:ITO_00101,Vision process,Sign Language Translation,2021,3,2
2456,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2016,0,10
2457,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2018,1,9
2458,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2018,2,1
2459,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2019,1,9
2460,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2019,2,1
2461,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2020,1,8
2462,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2020,2,2
2463,https://identifiers.org/ito:ITO_00101,Vision process,Single Image Deraining,2021,1,10
2464,https://identifiers.org/ito:ITO_00101,Vision process,Single-Image Portrait Relighting,2019,0,1
2465,https://identifiers.org/ito:ITO_00101,Vision process,Single-Image Portrait Relighting,2020,3,1
2466,https://identifiers.org/ito:ITO_00101,Vision process,Single-Image-Based Hdr Reconstruction,2019,0,3
2467,https://identifiers.org/ito:ITO_00101,Vision process,Single-Image-Based Hdr Reconstruction,2020,3,3
2468,https://identifiers.org/ito:ITO_00101,Vision process,Single-View 3D Reconstruction,2019,0,1
2469,https://identifiers.org/ito:ITO_00101,Vision process,Single-View 3D Reconstruction,2021,1,1
2470,https://identifiers.org/ito:ITO_00101,Vision process,Single-object discovery,2019,0,3
2471,https://identifiers.org/ito:ITO_00101,Vision process,Single-object discovery,2020,1,3
2472,https://identifiers.org/ito:ITO_00101,Vision process,Single-object discovery,2020,0,2
2473,https://identifiers.org/ito:ITO_00101,Vision process,Single-object discovery,2021,3,5
2474,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2012,0,2
2475,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2013,1,1
2476,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2014,0,5
2477,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2015,1,2
2478,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2015,2,1
2479,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2016,0,15
2480,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2016,1,4
2481,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2016,2,1
2482,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2017,1,13
2483,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2017,0,6
2484,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2018,1,22
2485,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2018,2,5
2486,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2018,0,2
2487,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2019,1,20
2488,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2019,0,7
2489,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2019,2,6
2490,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2019,3,3
2491,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2020,3,21
2492,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2020,1,9
2493,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2020,0,6
2494,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2020,2,2
2495,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2021,3,11
2496,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2021,0,7
2497,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2021,1,5
2498,https://identifiers.org/ito:ITO_00101,Vision process,Skeleton Based Action Recognition,2021,2,3
2499,https://identifiers.org/ito:ITO_00101,Vision process,Sketch-Based Image Retrieval,2016,0,4
2500,https://identifiers.org/ito:ITO_00101,Vision process,Sketch-Based Image Retrieval,2017,1,3
2501,https://identifiers.org/ito:ITO_00101,Vision process,Sketch-Based Image Retrieval,2017,0,2
2502,https://identifiers.org/ito:ITO_00101,Vision process,Sketch-Based Image Retrieval,2017,2,1
2503,https://identifiers.org/ito:ITO_00101,Vision process,Sketch-Based Image Retrieval,2018,3,6
2504,https://identifiers.org/ito:ITO_00101,Vision process,Skills Assessment,2021,0,1
2505,https://identifiers.org/ito:ITO_00101,Vision process,Skin Cancer Segmentation,2015,0,2
2506,https://identifiers.org/ito:ITO_00101,Vision process,Skin Cancer Segmentation,2017,1,2
2507,https://identifiers.org/ito:ITO_00101,Vision process,Skin Cancer Segmentation,2018,1,2
2508,https://identifiers.org/ito:ITO_00101,Vision process,Skin Cancer Segmentation,2019,3,2
2509,https://identifiers.org/ito:ITO_00101,Vision process,Skin Cancer Segmentation,2019,0,1
2510,https://identifiers.org/ito:ITO_00101,Vision process,Skin Cancer Segmentation,2020,3,1
2511,https://identifiers.org/ito:ITO_00101,Vision process,Small Data Image Classification,2020,0,6
2512,https://identifiers.org/ito:ITO_00101,Vision process,Small Data Image Classification,2021,3,6
2513,https://identifiers.org/ito:ITO_00101,Vision process,Small Object Detection,2021,0,1
2514,https://identifiers.org/ito:ITO_00101,Vision process,Smile Recognition,2016,0,1
2515,https://identifiers.org/ito:ITO_00101,Vision process,Smile Recognition,2017,3,1
2516,https://identifiers.org/ito:ITO_00101,Vision process,SpO2 estimation,2011,0,1
2517,https://identifiers.org/ito:ITO_00101,Vision process,SpO2 estimation,2012,3,1
2518,https://identifiers.org/ito:ITO_00101,Vision process,Sparse Representation-based Classification,2019,0,1
2519,https://identifiers.org/ito:ITO_00101,Vision process,Sparse Representation-based Classification,2020,3,1
2520,https://identifiers.org/ito:ITO_00101,Vision process,Spatial Relation Recognition,2020,0,1
2521,https://identifiers.org/ito:ITO_00101,Vision process,Spatial Relation Recognition,2021,3,1
2522,https://identifiers.org/ito:ITO_00101,Vision process,Speaker-Specific Lip to Speech Synthesis,2020,0,21
2523,https://identifiers.org/ito:ITO_00101,Vision process,Speaker-Specific Lip to Speech Synthesis,2021,3,21
2524,https://identifiers.org/ito:ITO_00101,Vision process,Speech Emotion Recognition,2018,0,1
2525,https://identifiers.org/ito:ITO_00101,Vision process,Speech Emotion Recognition,2019,0,1
2526,https://identifiers.org/ito:ITO_00101,Vision process,Speech Emotion Recognition,2019,1,1
2527,https://identifiers.org/ito:ITO_00101,Vision process,Speech Emotion Recognition,2020,3,2
2528,https://identifiers.org/ito:ITO_00101,Vision process,Steering Control,2018,0,3
2529,https://identifiers.org/ito:ITO_00101,Vision process,Steering Control,2019,3,3
2530,https://identifiers.org/ito:ITO_00101,Vision process,Stereo Depth Estimation,2018,0,3
2531,https://identifiers.org/ito:ITO_00101,Vision process,Stereo Depth Estimation,2019,3,2
2532,https://identifiers.org/ito:ITO_00101,Vision process,Stereo Depth Estimation,2020,1,1
2533,https://identifiers.org/ito:ITO_00101,Vision process,Stereo Depth Estimation,2021,3,1
2534,https://identifiers.org/ito:ITO_00101,Vision process,Stereo-LiDAR Fusion,2017,0,1
2535,https://identifiers.org/ito:ITO_00101,Vision process,Stereo-LiDAR Fusion,2018,1,1
2536,https://identifiers.org/ito:ITO_00101,Vision process,Stereo-LiDAR Fusion,2019,1,1
2537,https://identifiers.org/ito:ITO_00101,Vision process,Stereo-LiDAR Fusion,2020,2,1
2538,https://identifiers.org/ito:ITO_00101,Vision process,Stereo-LiDAR Fusion,2021,1,1
2539,https://identifiers.org/ito:ITO_00101,Vision process,Stroke Classification from CT data,2018,0,1
2540,https://identifiers.org/ito:ITO_00101,Vision process,Stroke Classification from CT data,2019,3,1
2541,https://identifiers.org/ito:ITO_00101,Vision process,Superpixel Image Classification,2016,0,1
2542,https://identifiers.org/ito:ITO_00101,Vision process,Superpixel Image Classification,2017,1,1
2543,https://identifiers.org/ito:ITO_00101,Vision process,Superpixel Image Classification,2019,1,1
2544,https://identifiers.org/ito:ITO_00101,Vision process,Superpixel Image Classification,2020,1,1
2545,https://identifiers.org/ito:ITO_00101,Vision process,Superpixel Image Classification,2021,3,1
2546,https://identifiers.org/ito:ITO_00101,Vision process,Supervised Video Summarization,2017,0,4
2547,https://identifiers.org/ito:ITO_00101,Vision process,Supervised Video Summarization,2018,1,3
2548,https://identifiers.org/ito:ITO_00101,Vision process,Supervised Video Summarization,2018,2,1
2549,https://identifiers.org/ito:ITO_00101,Vision process,Supervised Video Summarization,2019,3,2
2550,https://identifiers.org/ito:ITO_00101,Vision process,Supervised Video Summarization,2021,0,2
2551,https://identifiers.org/ito:ITO_00101,Vision process,Supervised Video Summarization,2021,1,2
2552,https://identifiers.org/ito:ITO_00101,Vision process,Surface Normals Estimation,2019,0,9
2553,https://identifiers.org/ito:ITO_00101,Vision process,Surface Normals Estimation,2020,3,9
2554,https://identifiers.org/ito:ITO_00101,Vision process,Surface Normals Estimation,2020,0,2
2555,https://identifiers.org/ito:ITO_00101,Vision process,Surface Normals Estimation,2021,3,2
2556,https://identifiers.org/ito:ITO_00101,Vision process,Surgical tool detection,2016,0,1
2557,https://identifiers.org/ito:ITO_00101,Vision process,Surgical tool detection,2018,1,1
2558,https://identifiers.org/ito:ITO_00101,Vision process,Surgical tool detection,2019,2,1
2559,https://identifiers.org/ito:ITO_00101,Vision process,Surgical tool detection,2020,3,1
2560,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2015,0,1
2561,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2016,0,1
2562,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2017,0,2
2563,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2017,1,2
2564,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2018,3,2
2565,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2018,0,1
2566,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2018,1,1
2567,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2019,1,3
2568,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2019,0,1
2569,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2020,1,3
2570,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2020,3,1
2571,https://identifiers.org/ito:ITO_00101,Vision process,Synthetic-to-Real Translation,2021,1,3
2572,https://identifiers.org/ito:ITO_00101,Vision process,Table Recognition,2021,0,1
2573,https://identifiers.org/ito:ITO_00101,Vision process,Talking Face Generation,2020,0,2
2574,https://identifiers.org/ito:ITO_00101,Vision process,Talking Face Generation,2021,3,2
2575,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2018,0,3
2576,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2019,0,4
2577,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2019,1,3
2578,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2020,0,5
2579,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2020,3,5
2580,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2020,1,2
2581,https://identifiers.org/ito:ITO_00101,Vision process,Talking Head Generation,2021,3,7
2582,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2015,0,6
2583,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2016,0,3
2584,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2016,1,3
2585,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2016,2,2
2586,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2017,1,7
2587,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2017,0,6
2588,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2017,3,1
2589,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2018,1,7
2590,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2018,0,2
2591,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2018,2,2
2592,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2019,1,13
2593,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2019,2,3
2594,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2019,0,2
2595,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2020,1,11
2596,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2020,3,7
2597,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2020,0,4
2598,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2021,1,6
2599,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2021,3,6
2600,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2021,2,3
2601,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Localization,2021,0,1
2602,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2017,0,3
2603,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2018,0,5
2604,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2018,1,3
2605,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2019,3,6
2606,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2019,1,2
2607,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2020,0,3
2608,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2020,1,2
2609,https://identifiers.org/ito:ITO_00101,Vision process,Temporal Action Proposal Generation,2021,3,5
2610,https://identifiers.org/ito:ITO_00101,Vision process,Text based Person Retrieval,2018,0,3
2611,https://identifiers.org/ito:ITO_00101,Vision process,Text based Person Retrieval,2019,1,3
2612,https://identifiers.org/ito:ITO_00101,Vision process,Text based Person Retrieval,2020,1,3
2613,https://identifiers.org/ito:ITO_00101,Vision process,Text based Person Retrieval,2021,1,3
2614,https://identifiers.org/ito:ITO_00101,Vision process,Text-Image Retrieval,2014,0,1
2615,https://identifiers.org/ito:ITO_00101,Vision process,Text-Image Retrieval,2019,1,1
2616,https://identifiers.org/ito:ITO_00101,Vision process,Text-Image Retrieval,2020,0,1
2617,https://identifiers.org/ito:ITO_00101,Vision process,Text-Image Retrieval,2020,1,1
2618,https://identifiers.org/ito:ITO_00101,Vision process,Text-Image Retrieval,2021,0,10
2619,https://identifiers.org/ito:ITO_00101,Vision process,Text-Image Retrieval,2021,3,2
2620,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2016,0,4
2621,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2017,0,7
2622,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2017,1,4
2623,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2018,0,4
2624,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2018,3,2
2625,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2018,2,1
2626,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2019,1,6
2627,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2019,3,4
2628,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2019,2,2
2629,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2020,1,4
2630,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2020,2,3
2631,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2020,3,1
2632,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2021,1,4
2633,https://identifiers.org/ito:ITO_00101,Vision process,Text-to-Image Generation,2021,2,4
2634,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Accident Detection,2016,0,2
2635,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Accident Detection,2017,2,2
2636,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Accident Detection,2019,1,2
2637,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Accident Detection,2020,3,2
2638,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Accident Detection,2020,0,1
2639,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Accident Detection,2021,3,1
2640,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Detection,2018,0,1
2641,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Detection,2019,3,1
2642,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2012,0,1
2643,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2018,0,2
2644,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2018,1,1
2645,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2019,0,3
2646,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2019,3,2
2647,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2020,3,3
2648,https://identifiers.org/ito:ITO_00101,Vision process,Traffic Sign Recognition,2021,2,1
2649,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Forecasting,2019,0,1
2650,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Forecasting,2020,0,2
2651,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Forecasting,2020,3,1
2652,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Forecasting,2021,3,2
2653,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2012,0,1
2654,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2013,3,1
2655,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2016,0,2
2656,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2017,0,11
2657,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2017,2,2
2658,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2018,0,4
2659,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2018,1,2
2660,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2018,2,2
2661,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2019,0,18
2662,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2019,2,10
2663,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2019,3,3
2664,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2020,2,23
2665,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2020,0,13
2666,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2020,3,4
2667,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2021,2,22
2668,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2021,3,18
2669,https://identifiers.org/ito:ITO_00101,Vision process,Trajectory Prediction,2021,1,1
2670,https://identifiers.org/ito:ITO_00101,Vision process,Ultrasound Imaging process,2020,0,1
2671,https://identifiers.org/ito:ITO_00101,Vision process,Ultrasound Imaging process,2021,3,1
2672,https://identifiers.org/ito:ITO_00101,Vision process,Unconstrained Lip-synchronization,2020,0,9
2673,https://identifiers.org/ito:ITO_00101,Vision process,Unconstrained Lip-synchronization,2021,3,9
2674,https://identifiers.org/ito:ITO_00101,Vision process,Unseen Object Instance Segmentation,2018,0,1
2675,https://identifiers.org/ito:ITO_00101,Vision process,Unseen Object Instance Segmentation,2019,3,1
2676,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2012,0,1
2677,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2015,1,1
2678,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2016,2,1
2679,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2017,0,14
2680,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2017,3,1
2681,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2018,1,14
2682,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2018,0,2
2683,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2019,1,14
2684,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2019,0,3
2685,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2019,2,1
2686,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2020,1,18
2687,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2020,0,7
2688,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2020,3,1
2689,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2021,3,23
2690,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2021,0,2
2691,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Domain Adaptation,2021,1,2
2692,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2014,0,1
2693,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2017,0,3
2694,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2017,1,1
2695,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2018,1,3
2696,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2019,1,2
2697,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2019,2,2
2698,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2020,3,4
2699,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Facial Landmark Detection,2021,0,1
2700,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2015,0,2
2701,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2017,1,1
2702,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2017,2,1
2703,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2018,0,4
2704,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2018,1,1
2705,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2018,2,1
2706,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2020,1,3
2707,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2020,2,3
2708,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2020,0,2
2709,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image Classification,2021,3,8
2710,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image-To-Image Translation,2014,0,1
2711,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image-To-Image Translation,2016,1,1
2712,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image-To-Image Translation,2017,0,1
2713,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image-To-Image Translation,2017,1,1
2714,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Image-To-Image Translation,2018,3,2
2715,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Object Segmentation,2021,0,3
2716,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2017,0,12
2717,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2018,1,8
2718,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2018,0,6
2719,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2019,0,16
2720,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2019,2,14
2721,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2019,1,4
2722,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2020,3,23
2723,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2020,1,10
2724,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2020,0,3
2725,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2021,3,9
2726,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2021,2,4
2727,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2021,0,1
2728,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Person Re-Identification,2021,1,1
2729,https://identifiers.org/ito:ITO_00101,Vision process,Unsupervised Semantic Segmentation,2018,0,4
