dataset_label,paper,paper_label
LRS2,https://identifiers.org/ito:ITO_61381,Image Shape Manipulation from a Single Augmented Training Sample
10-Monty-Hall,https://identifiers.org/ito:ITO_61385,StyleCLIP: Text-Driven Manipulation of StyleGAN Imagery
IMC PhotoTourism,https://identifiers.org/ito:ITO_59555,Three things everyone should know to improve object retrieval
IMC PhotoTourism,https://identifiers.org/ito:ITO_59551,Repeatability Is Not Enough: Learning Affine Regions via Discriminability
IMC PhotoTourism,https://identifiers.org/ito:ITO_55839,SuperGlue: Learning Feature Matching with Graph Neural Networks
IMC PhotoTourism,https://identifiers.org/ito:ITO_59548,DISK: Learning local features with policy gradient
IMC PhotoTourism,https://identifiers.org/ito:ITO_59544,LoFTR: Detector-Free Local Feature Matching with Transformers
VisNir,https://identifiers.org/ito:ITO_38689,Paying Attention to Multiscale Feature Maps in Multimodal Image Matching
HPatches,https://identifiers.org/ito:ITO_38683,Twin-Net Descriptor: Twin Negative Mining With Quad Loss for Patch-Based Matching
Brown Dataset,https://identifiers.org/ito:ITO_38683,Twin-Net Descriptor: Twin Negative Mining With Quad Loss for Patch-Based Matching
Brown Dataset,https://identifiers.org/ito:ITO_38689,Paying Attention to Multiscale Feature Maps in Multimodal Image Matching
PF-WILLOW,https://identifiers.org/ito:ITO_38665,Hyperpixel Flow: Semantic Correspondence with Multi-layer Neural Features
PF-WILLOW,https://identifiers.org/ito:ITO_38661,Semantic Correspondence as an Optimal Transport Problem
PF-WILLOW,https://identifiers.org/ito:ITO_38657,Convolutional Hough Matching Networks
PF-WILLOW,https://identifiers.org/ito:ITO_49379,Cost Aggregation Is All You Need for Few-Shot Segmentation
PF-WILLOW,https://identifiers.org/ito:ITO_49381,Cost Aggregation with 4D Convolutional Swin Transformer for Few-Shot Segmentation
PF-WILLOW,https://identifiers.org/ito:ITO_38663,Learning to Compose Hypercolumns for Visual Correspondence
Caltech-101,https://identifiers.org/ito:ITO_38665,Hyperpixel Flow: Semantic Correspondence with Multi-layer Neural Features
Caltech-101,https://identifiers.org/ito:ITO_38663,Learning to Compose Hypercolumns for Visual Correspondence
PF-PASCAL,https://identifiers.org/ito:ITO_38665,Hyperpixel Flow: Semantic Correspondence with Multi-layer Neural Features
PF-PASCAL,https://identifiers.org/ito:ITO_38673,Correspondence Networks with Adaptive Neighbourhood Consensus
PF-PASCAL,https://identifiers.org/ito:ITO_38661,Semantic Correspondence as an Optimal Transport Problem
PF-PASCAL,https://identifiers.org/ito:ITO_38663,Learning to Compose Hypercolumns for Visual Correspondence
PF-PASCAL,https://identifiers.org/ito:ITO_38657,Convolutional Hough Matching Networks
PF-PASCAL,https://identifiers.org/ito:ITO_59561,CATs: Cost Aggregation Transformers for Visual Correspondence
PF-PASCAL,https://identifiers.org/ito:ITO_59559,CATs++: Boosting Cost Aggregation with Convolutions and Transformers
PF-PASCAL,https://identifiers.org/ito:ITO_38675,Neighbourhood Consensus Networks
SPair-71k,https://identifiers.org/ito:ITO_38665,Hyperpixel Flow: Semantic Correspondence with Multi-layer Neural Features
SPair-71k,https://identifiers.org/ito:ITO_38673,Correspondence Networks with Adaptive Neighbourhood Consensus
SPair-71k,https://identifiers.org/ito:ITO_38661,Semantic Correspondence as an Optimal Transport Problem
SPair-71k,https://identifiers.org/ito:ITO_38663,Learning to Compose Hypercolumns for Visual Correspondence
SPair-71k,https://identifiers.org/ito:ITO_38657,Convolutional Hough Matching Networks
SPair-71k,https://identifiers.org/ito:ITO_59561,CATs: Cost Aggregation Transformers for Visual Correspondence
SPair-71k,https://identifiers.org/ito:ITO_59560,Multi-scale Matching Networks for Semantic Correspondence
SPair-71k,https://identifiers.org/ito:ITO_49379,Cost Aggregation Is All You Need for Few-Shot Segmentation
SPair-71k,https://identifiers.org/ito:ITO_59559,CATs++: Boosting Cost Aggregation with Convolutions and Transformers
Composition-1K,https://identifiers.org/ito:ITO_39459,Deep Image Matting
Composition-1K,https://identifiers.org/ito:ITO_16282,Indices Matter: Learning to Index for Deep Image Matting
Composition-1K,https://identifiers.org/ito:ITO_39456,Context-Aware Image Matting for Simultaneous Foreground and Alpha Estimation
Composition-1K,https://identifiers.org/ito:ITO_16280,"$F$, $B$, Alpha Matting"
Composition-1K,https://identifiers.org/ito:ITO_60224,Long-Range Feature Propagating for Natural Image Matting
Composition-1K,https://identifiers.org/ito:ITO_60222,MatteFormer: Transformer-Based Image Matting via Prior-Tokens
P3M-10k,https://identifiers.org/ito:ITO_60236,Semantic Human Matting
P3M-10k,https://identifiers.org/ito:ITO_60238,Attention-Guided Hierarchical Structure Aggregation for Image Matting
P3M-10k,https://identifiers.org/ito:ITO_60235,Bridging Composite and Real: Towards End-to-end Deep Image Matting
P3M-10k,https://identifiers.org/ito:ITO_60233,Privacy-Preserving Portrait Matting
P3M-10k,https://identifiers.org/ito:ITO_60240,A Late Fusion CNN for Digital Matting
Distinctions-646,https://identifiers.org/ito:ITO_60226,PP-Matting: High-Accuracy Natural Image Matting
Adobe Matting,https://identifiers.org/ito:ITO_39446,Background Matting: The World is Your Green Screen
PPM-100,https://identifiers.org/ito:ITO_60246,MODNet: Real-Time Trimap-Free Portrait Matting via Objective Decomposition
AM-2K,https://identifiers.org/ito:ITO_60236,Semantic Human Matting
AM-2K,https://identifiers.org/ito:ITO_60238,Attention-Guided Hierarchical Structure Aggregation for Image Matting
AM-2K,https://identifiers.org/ito:ITO_60235,Bridging Composite and Real: Towards End-to-end Deep Image Matting
AM-2K,https://identifiers.org/ito:ITO_60240,A Late Fusion CNN for Digital Matting
AM-2K,https://identifiers.org/ito:ITO_60250,Boosting Semantic Human Matting with Coarse Annotations
AIM-500,https://identifiers.org/ito:ITO_60236,Semantic Human Matting
AIM-500,https://identifiers.org/ito:ITO_60258,U2-Net: A Bayesian U-Net model with epistemic uncertainty feedback for photoreceptor layer segmentation in pathological OCT scans
AIM-500,https://identifiers.org/ito:ITO_60235,Bridging Composite and Real: Towards End-to-end Deep Image Matting
AIM-500,https://identifiers.org/ito:ITO_60256,Deep Automatic Natural Image Matting
AIM-500,https://identifiers.org/ito:ITO_60240,A Late Fusion CNN for Digital Matting
AMD,https://identifiers.org/ito:ITO_60246,MODNet: Real-Time Trimap-Free Portrait Matting via Objective Decomposition
Semantic Image Matting Dataset,https://identifiers.org/ito:ITO_39459,Deep Image Matting
Semantic Image Matting Dataset,https://identifiers.org/ito:ITO_39464,Natural Image Matting via Guided Contextual Attention
Semantic Image Matting Dataset,https://identifiers.org/ito:ITO_39454,Semantic image matting
Semantic Image Matting Dataset,https://identifiers.org/ito:ITO_16282,Indices Matter: Learning to Index for Deep Image Matting
AVA,https://identifiers.org/ito:ITO_05144,"Deep Multi-Patch Aggregation Network for Image Style, Aesthetics, and Quality Estimation"
AVA,https://identifiers.org/ito:ITO_05138,Deep Aesthetic Quality Assessment with Semantic Information
AVA,https://identifiers.org/ito:ITO_05132,A-Lamp: Adaptive Layout-Aware Multi-Patch Deep Convolutional Neural Network for Photo Aesthetic Assessment
AVA,https://identifiers.org/ito:ITO_05130,Attention-based Multi-Patch Aggregation for Image Aesthetic Assessment
CADB,https://identifiers.org/ito:ITO_46717,Image Composition Assessment with Saliency-augmented Multi-pattern Pooling
CelebA-HQ,https://identifiers.org/ito:ITO_43476,LatentKeypointGAN: Controlling GANs via Latent Keypoints
MSVD-QA,https://identifiers.org/ito:ITO_08676,TGIF-QA: Toward Spatio-Temporal Reasoning in Visual Question Answering
MSVD-QA,https://identifiers.org/ito:ITO_08674,Motion-Appearance Co-Memory Networks for Video Question Answering
MSVD-QA,https://identifiers.org/ito:ITO_08672,Heterogeneous Memory Enhanced Multimodal Attention Model for Video Question Answering
MSVD-QA,https://identifiers.org/ito:ITO_08670,Hierarchical Conditional Relation Networks for Video Question Answering
MSVD-QA,https://identifiers.org/ito:ITO_49450,Just Ask: Learning to Answer Questions from Millions of Narrated Videos
MSVD-QA,https://identifiers.org/ito:ITO_48437,All in One: Exploring Unified Video-Language Pre-training
GQA test-std,https://identifiers.org/ito:ITO_08745,GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering
GQA test-std,https://identifiers.org/ito:ITO_27112,Language-Conditioned Graph Networks for Relational Reasoning
GQA test-std,https://identifiers.org/ito:ITO_08743,Learning by Abstraction: The Neural State Machine
GQA test-std,https://identifiers.org/ito:ITO_50085,ProTo: Program-Guided Transformer for Program-Guided Tasks
VizWiz 2018,https://identifiers.org/ito:ITO_08704,Towards VQA Models That Can Read
VizWiz 2018,https://identifiers.org/ito:ITO_08700,LXMERT: Learning Cross-Modality Encoder Representations from Transformers
VizWiz 2018,https://identifiers.org/ito:ITO_27292,Decoupled Box Proposal and Featurization with Ultrafine-Grained Semantic Labels Improve Image Captioning and Visual Question Answering
VCR (QA-R) dev,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
COCO Visual Question Answering (VQA) abstract images 1.0 open ended,https://identifiers.org/ito:ITO_08798,VQA: Visual Question Answering
COCO Visual Question Answering (VQA) abstract images 1.0 open ended,https://identifiers.org/ito:ITO_08806,Graph-Structured Representations for Visual Question Answering
VQA-CE,https://identifiers.org/ito:ITO_50096,Beyond Question-Based Biases: Assessing Multimodal Shortcut Learning in Visual Question Answering
DocVQA val,https://identifiers.org/ito:ITO_27187,DocVQA: A Dataset for VQA on Document Images
DocVQA,https://identifiers.org/ito:ITO_27137,Going Full-TILT Boogie on Document Understanding with Text-Image-Layout Transformer
COCO Visual Question Answering (VQA) abstract 1.0 multiple choice,https://identifiers.org/ito:ITO_08798,VQA: Visual Question Answering
COCO Visual Question Answering (VQA) abstract 1.0 multiple choice,https://identifiers.org/ito:ITO_08806,Graph-Structured Representations for Visual Question Answering
VQA v2 test-dev,https://identifiers.org/ito:ITO_08685,Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding
VQA v2 test-dev,https://identifiers.org/ito:ITO_08715,Learning to Reason: End-to-End Module Networks for Visual Question Answering
VQA v2 test-dev,https://identifiers.org/ito:ITO_08712,MUTAN: Multimodal Tucker Fusion for Visual Question Answering
VQA v2 test-dev,https://identifiers.org/ito:ITO_08702,Tips and Tricks for Visual Question Answering: Learnings from the 2017 Challenge
VQA v2 test-dev,https://identifiers.org/ito:ITO_08698,Bilinear Attention Networks
VQA v2 test-dev,https://identifiers.org/ito:ITO_08696,Deep Modular Co-Attention Networks for Visual Question Answering
VQA v2 test-dev,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
VQA v2 test-dev,https://identifiers.org/ito:ITO_27051,UNITER: UNiversal Image-TExt Representation Learning
VQA v2 test-dev,https://identifiers.org/ito:ITO_27072,Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks
VQA v2 test-dev,https://identifiers.org/ito:ITO_50114,Align before Fuse: Vision and Language Representation Learning with Momentum Distillation
VQA v2 test-dev,https://identifiers.org/ito:ITO_50110,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision
VQA v2 test-dev,https://identifiers.org/ito:ITO_50106,VLMo: Unified Vision-Language Pre-Training with Mixture-of-Modality-Experts
IconQA,https://identifiers.org/ito:ITO_50138,IconQA: A New Benchmark for Abstract Diagram Understanding and Visual Language Reasoning
VQA v1 test-dev,https://identifiers.org/ito:ITO_08762,Neural Module Networks
VQA v1 test-dev,https://identifiers.org/ito:ITO_08760,Dynamic Memory Networks for Visual and Textual Question Answering
VQA v1 test-dev,https://identifiers.org/ito:ITO_08759,Hierarchical Question-Image Co-Attention for Visual Question Answering
VQA v1 test-dev,https://identifiers.org/ito:ITO_08685,Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding
VQA v1 test-dev,https://identifiers.org/ito:ITO_08754,Dual Attention Networks for Multimodal Reasoning and Matching
VQA v1 test-dev,https://identifiers.org/ito:ITO_08752,"Show, Ask, Attend, and Answer: A Strong Baseline For Visual Question Answering"
CLEVR,https://identifiers.org/ito:ITO_27118,Inferring and Executing Programs for Visual Reasoning
CLEVR,https://identifiers.org/ito:ITO_27114,FiLM: Visual Reasoning with a General Conditioning Layer
CLEVR,https://identifiers.org/ito:ITO_27103,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning
CLEVR,https://identifiers.org/ito:ITO_27097,Neural-Symbolic VQA: Disentangling Reasoning from Vision and Language Understanding
GQA,https://identifiers.org/ito:ITO_50153,RelViT: Concept-guided Vision Transformer for Visual Relational Reasoning
GQA,https://identifiers.org/ito:ITO_50151,PEVL: Position-enhanced Pre-training and Prompt Tuning for Vision-language Models
COCO Visual Question Answering (VQA) real images 1.0 open ended,https://identifiers.org/ito:ITO_08798,VQA: Visual Question Answering
COCO Visual Question Answering (VQA) real images 1.0 open ended,https://identifiers.org/ito:ITO_08796,Stacked Attention Networks for Image Question Answering
COCO Visual Question Answering (VQA) real images 1.0 open ended,https://identifiers.org/ito:ITO_08760,Dynamic Memory Networks for Visual and Textual Question Answering
COCO Visual Question Answering (VQA) real images 1.0 open ended,https://identifiers.org/ito:ITO_08759,Hierarchical Question-Image Co-Attention for Visual Question Answering
COCO Visual Question Answering (VQA) real images 1.0 open ended,https://identifiers.org/ito:ITO_08685,Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding
DocVQA test,https://identifiers.org/ito:ITO_27187,DocVQA: A Dataset for VQA on Document Images
PlotQA-D2,https://identifiers.org/ito:ITO_50168,Answering Questions about Data Visualizations using Efficient Bimodal Fusion
PlotQA-D2,https://identifiers.org/ito:ITO_50166,PlotQA: Reasoning over Scientific Plots
PlotQA-D2,https://identifiers.org/ito:ITO_50164,Classification-Regression for Chart Comprehension
Visual Genome (subjects),https://identifiers.org/ito:ITO_08681,Modeling Relationships in Referential Expressions with Compositional Modular Networks
VQA v2 val,https://identifiers.org/ito:ITO_50178,Multimodal Few-Shot Learning with Frozen Language Models
VQA v2 val,https://identifiers.org/ito:ITO_50176,Enabling Multimodal Generation on CLIP via Vision-Language Knowledge Distillation
VQA v2 val,https://identifiers.org/ito:ITO_50174,Language Models are General-Purpose Interfaces
Visual Genome (pairs),https://identifiers.org/ito:ITO_08681,Modeling Relationships in Referential Expressions with Compositional Modular Networks
COCO Visual Question Answering (VQA) real images 1.0 multiple choice,https://identifiers.org/ito:ITO_08798,VQA: Visual Question Answering
COCO Visual Question Answering (VQA) real images 1.0 multiple choice,https://identifiers.org/ito:ITO_08795,A Focused Dynamic Attention Model for Visual Question Answering
COCO Visual Question Answering (VQA) real images 1.0 multiple choice,https://identifiers.org/ito:ITO_08759,Hierarchical Question-Image Co-Attention for Visual Question Answering
COCO Visual Question Answering (VQA) real images 1.0 multiple choice,https://identifiers.org/ito:ITO_08685,Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding
GRIT,https://identifiers.org/ito:ITO_50108,"OFA: Unifying Architectures, Tasks, and Modalities Through a Simple Sequence-to-Sequence Learning Framework"
GRIT,https://identifiers.org/ito:ITO_50186,"Unified-IO: A Unified Model for Vision, Language, and Multi-Modal Tasks"
GRIT,https://identifiers.org/ito:ITO_50188,Webly Supervised Concept Expansion for General Purpose Vision Models
VCR (Q-A) dev,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
VCR (Q-AR) test,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
VCR (Q-AR) test,https://identifiers.org/ito:ITO_27051,UNITER: UNiversal Image-TExt Representation Learning
VCR (Q-AR) test,https://identifiers.org/ito:ITO_27049,ERNIE-ViL: Knowledge Enhanced Vision-Language Representations Through Scene Graph
VCR (QA-R) test,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
VCR (QA-R) test,https://identifiers.org/ito:ITO_27051,UNITER: UNiversal Image-TExt Representation Learning
VCR (QA-R) test,https://identifiers.org/ito:ITO_27049,ERNIE-ViL: Knowledge Enhanced Vision-Language Representations Through Scene Graph
CLEVR-Humans,https://identifiers.org/ito:ITO_27118,Inferring and Executing Programs for Visual Reasoning
CLEVR-Humans,https://identifiers.org/ito:ITO_27114,FiLM: Visual Reasoning with a General Conditioning Layer
CLEVR-Humans,https://identifiers.org/ito:ITO_27107,Compositional Attention Networks for Machine Reasoning
CLEVR-Humans,https://identifiers.org/ito:ITO_50086,MDETR -- Modulated Detection for End-to-End Multi-Modal Understanding
ZS-F-VQA,https://identifiers.org/ito:ITO_50200,Zero-shot Visual Question Answering using Knowledge Graph
TDIUC,https://identifiers.org/ito:ITO_08708,MUREL: Multimodal Relational Reasoning for Visual Question Answering
VQA-CP,https://identifiers.org/ito:ITO_08823,Learning Visual Question Answering by Bootstrapping Hard Attention
VQA-CP,https://identifiers.org/ito:ITO_08708,MUREL: Multimodal Relational Reasoning for Visual Question Answering
VQA-CP,https://identifiers.org/ito:ITO_08820,Self-Critical Reasoning for Robust Visual Question Answering
VQA-CP,https://identifiers.org/ito:ITO_08818,Don't Take the Easy Way Out: Ensemble Based Methods for Avoiding Known Dataset Biases
VQA-CP,https://identifiers.org/ito:ITO_27214,Counterfactual Samples Synthesizing for Robust Visual Question Answering
Visual7W,https://identifiers.org/ito:ITO_08685,Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding
Visual7W,https://identifiers.org/ito:ITO_08681,Modeling Relationships in Referential Expressions with Compositional Modular Networks
VCR (Q-AR) dev,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
OK-VQA,https://identifiers.org/ito:ITO_50178,Multimodal Few-Shot Learning with Frozen Language Models
OK-VQA,https://identifiers.org/ito:ITO_50176,Enabling Multimodal Generation on CLIP via Vision-Language Knowledge Distillation
OK-VQA,https://identifiers.org/ito:ITO_50174,Language Models are General-Purpose Interfaces
FigureQA - test 1,https://identifiers.org/ito:ITO_50212,FigureQA: An Annotated Figure Dataset for Visual Reasoning
FigureQA - test 1,https://identifiers.org/ito:ITO_50168,Answering Questions about Data Visualizations using Efficient Bimodal Fusion
VCR (Q-A) test,https://identifiers.org/ito:ITO_08691,VL-BERT: Pre-training of Generic Visual-Linguistic Representations
VCR (Q-A) test,https://identifiers.org/ito:ITO_27051,UNITER: UNiversal Image-TExt Representation Learning
VCR (Q-A) test,https://identifiers.org/ito:ITO_27049,ERNIE-ViL: Knowledge Enhanced Vision-Language Representations Through Scene Graph
GQA Test2019,https://identifiers.org/ito:ITO_08725,Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering
GQA Test2019,https://identifiers.org/ito:ITO_27233,Bilinear Graph Networks for Visual Question Answering
GQA Test2019,https://identifiers.org/ito:ITO_08700,LXMERT: Learning Cross-Modality Encoder Representations from Transformers
GQA Test2019,https://identifiers.org/ito:ITO_27227,VinVL: Revisiting Visual Representations in Vision-Language Models
QLEVR,https://identifiers.org/ito:ITO_50225,QLEVR: A Diagnostic Dataset for Quantificational Language and Elementary Visual Reasoning
VQA v1 test-std,https://identifiers.org/ito:ITO_08796,Stacked Attention Networks for Image Question Answering
VQA v1 test-std,https://identifiers.org/ito:ITO_08760,Dynamic Memory Networks for Visual and Textual Question Answering
VQA v1 test-std,https://identifiers.org/ito:ITO_08759,Hierarchical Question-Image Co-Attention for Visual Question Answering
VQA v1 test-std,https://identifiers.org/ito:ITO_08757,Training Recurrent Answering Units with Joint Loss Minimization for VQA
VQA v1 test-std,https://identifiers.org/ito:ITO_08752,"Show, Ask, Attend, and Answer: A Strong Baseline For Visual Question Answering"
MSRVTT-QA,https://identifiers.org/ito:ITO_08676,TGIF-QA: Toward Spatio-Temporal Reasoning in Visual Question Answering
MSRVTT-QA,https://identifiers.org/ito:ITO_08674,Motion-Appearance Co-Memory Networks for Video Question Answering
MSRVTT-QA,https://identifiers.org/ito:ITO_08672,Heterogeneous Memory Enhanced Multimodal Attention Model for Video Question Answering
MSRVTT-QA,https://identifiers.org/ito:ITO_08670,Hierarchical Conditional Relation Networks for Video Question Answering
MSRVTT-QA,https://identifiers.org/ito:ITO_49450,Just Ask: Learning to Answer Questions from Millions of Narrated Videos
MSRVTT-QA,https://identifiers.org/ito:ITO_50082,Align and Prompt: Video-and-Language Pre-training with Entity Prompts
MSRVTT-QA,https://identifiers.org/ito:ITO_48437,All in One: Exploring Unified Video-Language Pre-training
GQA test-dev,https://identifiers.org/ito:ITO_27112,Language-Conditioned Graph Networks for Relational Reasoning
GQA test-dev,https://identifiers.org/ito:ITO_08743,Learning by Abstraction: The Neural State Machine
GQA test-dev,https://identifiers.org/ito:ITO_50116,Coarse-to-Fine Reasoning for Visual Question Answering
PlotQA-D1,https://identifiers.org/ito:ITO_50168,Answering Questions about Data Visualizations using Efficient Bimodal Fusion
PlotQA-D1,https://identifiers.org/ito:ITO_50164,Classification-Regression for Chart Comprehension
COCO Visual Question Answering (VQA) real images 2.0 open ended,https://identifiers.org/ito:ITO_08798,VQA: Visual Question Answering
VQA v2 test-std,https://identifiers.org/ito:ITO_08729,Making the V in VQA Matter: Elevating the Role of Image Understanding in Visual Question Answering
VQA v2 test-std,https://identifiers.org/ito:ITO_08712,MUTAN: Multimodal Tucker Fusion for Visual Question Answering
VQA v2 test-std,https://identifiers.org/ito:ITO_08725,Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering
VQA v2 test-std,https://identifiers.org/ito:ITO_08698,Bilinear Attention Networks
VQA v2 test-std,https://identifiers.org/ito:ITO_08696,Deep Modular Co-Attention Networks for Visual Question Answering
VQA v2 test-std,https://identifiers.org/ito:ITO_27233,Bilinear Graph Networks for Visual Question Answering
VQA v2 test-std,https://identifiers.org/ito:ITO_27227,VinVL: Revisiting Visual Representations in Vision-Language Models
VQA v2 test-std,https://identifiers.org/ito:ITO_50110,SimVLM: Simple Visual Language Model Pretraining with Weak Supervision
VQA v2 test-std,https://identifiers.org/ito:ITO_50106,VLMo: Unified Vision-Language Pre-Training with Mixture-of-Modality-Experts
VQA v2 test-std,https://identifiers.org/ito:ITO_50108,"OFA: Unifying Architectures, Tasks, and Modalities Through a Simple Sequence-to-Sequence Learning Framework"
ReClor,https://identifiers.org/ito:ITO_25532,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning
BIOMRC,https://identifiers.org/ito:ITO_49078,Contextual embedding and model weighting by fusing domain knowledge on Biomedical Question Answering
UQuAD,https://identifiers.org/ito:ITO_49081,UQuAD1.0: Development of an Urdu Question Answering Training Data for Machine Reading Comprehension
MORPH Album2,https://identifiers.org/ito:ITO_03133,Look Across Elapse: Disentangled Representation Learning and Photorealistic Cross-Age Face Synthesis for Age-Invariant Face Recognition
FG-NET,https://identifiers.org/ito:ITO_03133,Look Across Elapse: Disentangled Representation Learning and Photorealistic Cross-Age Face Synthesis for Age-Invariant Face Recognition
FG-NET,https://identifiers.org/ito:ITO_18832,When Age-Invariant Face Recognition Meets Face Age Synthesis: A Multi-Task Learning Framework
CACDVS,https://identifiers.org/ito:ITO_18842,Blessing of Dimensionality: High-Dimensional Feature and Its Efficient Compression for Face Verification
CACDVS,https://identifiers.org/ito:ITO_03135,A Light CNN for Deep Face Representation with Noisy Labels
CACDVS,https://identifiers.org/ito:ITO_18839,Latent Factor Guided Convolutional Neural Networks for Age-Invariant Face Recognition
CACDVS,https://identifiers.org/ito:ITO_03145,DeepVisage: Making face recognition simple yet with powerful generalization skills
CACDVS,https://identifiers.org/ito:ITO_03133,Look Across Elapse: Disentangled Representation Learning and Photorealistic Cross-Age Face Synthesis for Age-Invariant Face Recognition
CAFR,https://identifiers.org/ito:ITO_03135,A Light CNN for Deep Face Representation with Noisy Labels
CAFR,https://identifiers.org/ito:ITO_03133,Look Across Elapse: Disentangled Representation Learning and Photorealistic Cross-Age Face Synthesis for Age-Invariant Face Recognition
LFW,https://identifiers.org/ito:ITO_18850,SER-FIQ: Unsupervised Estimation of Face Image Quality Based on Stochastic Embedding Robustness
Adience,https://identifiers.org/ito:ITO_18850,SER-FIQ: Unsupervised Estimation of Face Image Quality Based on Stochastic Embedding Robustness
CASIA-WebFace+masks,https://identifiers.org/ito:ITO_18970,Deep Face Recognition
CASIA-WebFace+masks,https://identifiers.org/ito:ITO_03228,FaceNet: A Unified Embedding for Face Recognition and Clustering
CASIA-WebFace+masks,https://identifiers.org/ito:ITO_03266,ArcFace: Additive Angular Margin Loss for Deep Face Recognition
CASIA-WebFace+masks,https://identifiers.org/ito:ITO_43127,A realistic approach to generate masked faces applied on two novel masked face recognition data sets
MLFW,https://identifiers.org/ito:ITO_43134,MLFW: A Database for Face Recognition on Masked Faces
CALFW,https://identifiers.org/ito:ITO_43143,ElasticFace: Elastic Margin Loss for Deep Face Recognition
Color FERET (Online Open Set),https://identifiers.org/ito:ITO_18801,Data-specific Adaptive Threshold for Face Recognition and Authentication
Adience (Online Open Set),https://identifiers.org/ito:ITO_18801,Data-specific Adaptive Threshold for Face Recognition and Authentication
LFW (Online Open Set),https://identifiers.org/ito:ITO_18801,Data-specific Adaptive Threshold for Face Recognition and Authentication
Carl,https://identifiers.org/ito:ITO_18796,Deep Perceptual Mapping for Cross-Modal Face Recognition
Carl,https://identifiers.org/ito:ITO_18794,Thermal to Visible Face Recognition Using Deep Autoencoders
CFP-FF,https://identifiers.org/ito:ITO_18806,Deep Polynomial Neural Networks
CelebA+masks,https://identifiers.org/ito:ITO_18970,Deep Face Recognition
CelebA+masks,https://identifiers.org/ito:ITO_03228,FaceNet: A Unified Embedding for Face Recognition and Clustering
CelebA+masks,https://identifiers.org/ito:ITO_03266,ArcFace: Additive Angular Margin Loss for Deep Face Recognition
CelebA+masks,https://identifiers.org/ito:ITO_43127,A realistic approach to generate masked faces applied on two novel masked face recognition data sets
CPLFW,https://identifiers.org/ito:ITO_43143,ElasticFace: Elastic Margin Loss for Deep Face Recognition
EURECOM,https://identifiers.org/ito:ITO_18794,Thermal to Visible Face Recognition Using Deep Autoencoders
MFR,https://identifiers.org/ito:ITO_43163,Killing Two Birds with One Stone:Efficient and Robust Training of Face Recognition CNNs by Partial FC
UND-X1,https://identifiers.org/ito:ITO_18796,Deep Perceptual Mapping for Cross-Modal Face Recognition
UND-X1,https://identifiers.org/ito:ITO_18794,Thermal to Visible Face Recognition Using Deep Autoencoders
IJB-B,https://identifiers.org/ito:ITO_43143,ElasticFace: Elastic Margin Loss for Deep Face Recognition
UHDB31,https://identifiers.org/ito:ITO_18813,UFPR-Periocular: A Periocular Dataset Collected by Mobile Devices in Unconstrained Scenarios
XQLFW,https://identifiers.org/ito:ITO_43173,QMagFace: Simple and Accurate Quality-Aware Face Recognition
XQLFW,https://identifiers.org/ito:ITO_43171,Octuplet Loss: Make Face Recognition Robust to Image Resolution
AgeDB-30,https://identifiers.org/ito:ITO_43176,Dynamic Class Queue for Large Scale Face Recognition In the Wild
AgeDB-30,https://identifiers.org/ito:ITO_43143,ElasticFace: Elastic Margin Loss for Deep Face Recognition
AgeDB-30,https://identifiers.org/ito:ITO_43173,QMagFace: Simple and Accurate Quality-Aware Face Recognition
LFW,https://identifiers.org/ito:ITO_18809,Circle Loss: A Unified Perspective of Pair Similarity Optimization
LFW,https://identifiers.org/ito:ITO_18806,Deep Polynomial Neural Networks
CFP-FP,https://identifiers.org/ito:ITO_18809,Circle Loss: A Unified Perspective of Pair Similarity Optimization
CFP-FP,https://identifiers.org/ito:ITO_18806,Deep Polynomial Neural Networks
Disguised Faces in the Wild,https://identifiers.org/ito:ITO_03749,A-LINK: Recognizing Disguised Faces via Active Learning based Inter-Domain Knowledge
Disguised Faces in the Wild,https://identifiers.org/ito:ITO_19360,A2-LINK: Recognizing Disguised Faces via Active Learning and Adversarial Noise based Inter-Domain Knowledge
