,ds_count,task,ds,date,model_label,value,percent_of_max_sota,gain,ratio,max_sota,percent_of_max_metric,merge
163,1,Natural Language Inference,XNLI French,2018-09,BiLSTM-max,68.3,84.11,68.3,0.84,81.2,0.69,Accuracy
164,1,Natural Language Inference,XNLI French,2019-01,XLM (MLM+TLM),80.2,98.77,11.9,0.15,81.2,0.81,Accuracy
165,1,Natural Language Inference,XNLI French,2019-11,CamemBERT,81.2,100.0,1.0,0.01,81.2,0.82,Accuracy
166,1,Text Classification,R52,2018-09,Text GCN,93.56,98.48,93.56,0.98,95.0,0.94,Accuracy
167,1,Text Classification,R52,2019-02,SGC,94.0,98.95,0.4,0.0,95.0,0.94,Accuracy
168,1,Text Classification,R52,2019-06,GraphStar,95.0,100.0,1.0,0.01,95.0,0.95,Accuracy
169,1,Semantic Parsing,spider,2018-09,Exact Set Matching,19.7,100.0,19.7,1.0,19.7,0.2,Accuracy
170,1,Text Classification,Sogou News,2018-10,CCCapsNet,97.25,99.16,97.25,0.99,98.07,0.98,Accuracy
171,1,Text Classification,Sogou News,2019-05,BERT-ITPT-FiT,98.07,100.0,0.8,0.01,98.07,0.98,Accuracy
172,1,Natural Language Inference,Quora Question Pairs,2018-12,aESIM,88.01,100.0,88.01,1.0,88.01,0.88,Accuracy
173,1,Hate Speech Detection,Automatic Misogynistic Identification,2018-12,Logistic Regression,0.704,100.0,0.704,1.0,0.704,0.01,Accuracy
174,1,Intent Detection,SNIPS,2018-12,Capsule-NLU,0.977,100.0,0.977,1.0,0.977,0.01,Accuracy
175,1,Intent Detection,ATIS,2018-12,Capsule-NLU,0.95,97.18,0.95,0.97,0.9776,0.01,Accuracy
176,1,Intent Detection,ATIS,2019-06,SF-ID,0.9776,100.0,0.0,0.0,0.9776,0.01,Accuracy
177,1,Text Classification,Yelp-5,2019-01,HAHNN (CNN),73.28,100.0,73.28,1.0,73.28,0.74,Accuracy
178,1,Linguistic Acceptability,CoLA,2019-01,MT-DNN,68.4,96.61,68.4,0.97,70.8,0.69,Accuracy
179,1,Linguistic Acceptability,CoLA,2019-06,XLNet (single model),69.0,97.46,0.6,0.01,70.8,0.69,Accuracy
180,1,Linguistic Acceptability,CoLA,2019-09,ALBERT,69.1,97.6,0.1,0.0,70.8,0.69,Accuracy
181,1,Linguistic Acceptability,CoLA,2019-10,T5-11B,70.8,100.0,1.7,0.02,70.8,0.71,Accuracy
182,1,Sentiment Analysis,Twitter,2019-02,AEN-BERT,74.71,100.0,74.71,1.0,74.71,0.75,Accuracy
183,1,Document Classification,BBCSport,2019-04,ApproxRepSet,95.73,96.12,95.73,0.96,99.59,0.96,Accuracy
184,1,Document Classification,BBCSport,2019-08,MPAD-path,99.59,100.0,3.9,0.04,99.59,1.0,Accuracy
185,1,Document Classification,Classic,2019-04,ApproxRepSet,96.24,99.37,96.24,0.99,96.85,0.97,Accuracy
186,1,Document Classification,Classic,2019-12,REL-RWMD k-NN,96.85,100.0,0.6,0.01,96.85,0.97,Accuracy
187,1,Document Classification,Twitter,2019-04,ApproxRepSet,72.6,100.0,72.6,1.0,72.6,0.73,Accuracy
188,1,Document Classification,Amazon,2019-04,ApproxRepSet,94.31,100.0,94.31,1.0,94.31,0.95,Accuracy
189,1,Document Classification,Recipe,2019-04,ApproxRepSet,59.06,100.0,59.06,1.0,59.06,0.59,Accuracy
190,1,Question Answering,CODAH,2019-04,BERT Large,69.6,100.0,69.6,1.0,69.6,0.7,Accuracy
191,1,Document Classification,Yelp-14,2019-04,KD-LSTMreg,69.4,100.0,69.4,1.0,69.4,0.7,Accuracy
192,1,Natural Language Inference,XNLI Chinese,2019-04,ERNIE,78.4,96.79,78.4,0.97,81.0,0.79,Accuracy
193,1,Natural Language Inference,XNLI Chinese,2019-07,ERNIE 2.0 Large,81.0,100.0,2.6,0.03,81.0,0.81,Accuracy
194,1,Natural Language Inference,XNLI Chinese Dev,2019-04,ERNIE,79.9,96.73,79.9,0.97,82.6,0.8,Accuracy
195,1,Natural Language Inference,XNLI Chinese Dev,2019-07,ERNIE 2.0 Large,82.6,100.0,2.7,0.03,82.6,0.83,Accuracy
196,1,Text Classification,Yelp-2,2019-04,BERT Finetune + UDA,97.95,99.31,97.95,0.99,98.63,0.98,Accuracy
197,1,Text Classification,Yelp-2,2019-05,BERT-ITPT-FiT,98.08,99.44,0.1,0.0,98.63,0.98,Accuracy
198,1,Text Classification,Yelp-2,2019-06,XLNet,98.63,100.0,0.5,0.01,98.63,0.99,Accuracy
199,1,Emotion Recognition in Conversation,IEMOCAP,2019-05,DialogueRNN,63.4,97.16,63.4,0.97,65.25,0.64,Accuracy
200,1,Emotion Recognition in Conversation,IEMOCAP,2019-08,DialogueGCN,65.25,100.0,1.9,0.03,65.25,0.66,Accuracy
201,1,Emotion Recognition,MPED,2019-05,BiHDM,40.34,100.0,40.34,1.0,40.34,0.41,Accuracy
202,1,Entity Linking,FIGER,2019-05,ERNIE,57.19,100.0,57.19,1.0,57.19,0.57,Accuracy
203,1,Natural Language Inference,RTE,2019-05,ERNIE,68.8,74.38,68.8,0.74,92.5,0.69,Accuracy
204,1,Natural Language Inference,RTE,2019-06,XLNet (single model),85.9,92.86,17.1,0.18,92.5,0.86,Accuracy
205,1,Natural Language Inference,RTE,2019-07,RoBERTa,88.2,95.35,2.3,0.02,92.5,0.89,Accuracy
206,1,Natural Language Inference,RTE,2019-09,ALBERT,89.2,96.43,1.0,0.01,92.5,0.9,Accuracy
207,1,Natural Language Inference,RTE,2019-10,T5-11B,92.5,100.0,3.3,0.04,92.5,0.93,Accuracy
208,1,Natural Language Inference,QNLI,2019-05,ERNIE,91.3,92.04,91.3,0.92,99.2,0.92,Accuracy
209,1,Natural Language Inference,QNLI,2019-06,XLNet (single model),94.9,95.67,3.6,0.04,99.2,0.95,Accuracy
210,1,Natural Language Inference,QNLI,2019-07,RoBERTa,98.9,99.7,4.0,0.04,99.2,0.99,Accuracy
211,1,Natural Language Inference,QNLI,2019-09,ALBERT,99.2,100.0,0.3,0.0,99.2,1.0,Accuracy
212,1,Document Classification,IMDb-M,2019-06,LSTM-reg (single model),52.8,100.0,52.8,1.0,52.8,0.53,Accuracy
213,1,Reading Comprehension,RACE,2019-06,XLNet,85.4,100.0,85.4,1.0,85.4,0.86,Accuracy
214,1,Emotion Recognition,SEED-IV,2019-07,RGNN,79.37,100.0,79.37,1.0,79.37,0.8,Accuracy
215,1,Natural Language Inference,WNLI,2019-07,RoBERTa,89.0,95.49,89.0,0.95,93.2,0.89,Accuracy
216,1,Natural Language Inference,WNLI,2019-09,ALBERT,91.8,98.5,2.8,0.03,93.2,0.92,Accuracy
217,1,Natural Language Inference,WNLI,2019-10,T5-11B,93.2,100.0,1.4,0.02,93.2,0.94,Accuracy
218,1,Prosody Prediction,Helsinki Prosody Corpus,2019-08,BERT,83.2,100.0,83.2,1.0,83.2,0.84,Accuracy
219,1,Document Classification,MPQA,2019-08,MPAD-path,89.81,100.0,89.81,1.0,89.81,0.9,Accuracy
220,1,Sentiment Analysis,Financial PhraseBank,2019-08,FinBERT,86.0,100.0,86,1.0,86,0.86,Accuracy
221,1,Linguistic Acceptability,CoLA Dev,2019-09,TinyBERT (M=6;d' =768;d'i=3072),54.0,100.0,54,1.0,54,0.54,Accuracy
222,1,Semantic Textual Similarity,MRPC Dev,2019-09,TinyBERT (M=6;d'=768;d'i=3072),86.3,100.0,86.3,1.0,86.3,0.87,Accuracy
223,1,Semantic Parsing,WikiSQL,2019-10,NL2SQL-BERT,89.0,100.0,89,1.0,89,0.89,Accuracy
224,1,Word Sense Disambiguation,Words in Context,2019-10,T5-11B,76.1,100.0,76.1,1.0,76.1,0.76,Accuracy
225,1,Question Answering,BoolQ,2019-10,T5-11B,91.0,100.0,91,1.0,91,0.91,Accuracy
226,1,Question Answering,COPA,2019-10,T5-11B,94.8,100.0,94.8,1.0,94.8,0.95,Accuracy
227,1,Entity Linking,CoNLL-Aida,2020-01,RELIC + CoNLL-Aida tuning,94.9,100.0,94.9,1.0,94.9,0.95,Accuracy
228,1,Entity Linking,TAC-KBP 2010,2020-01,RELIC + CoNLL-Aida tuning,89.8,100.0,89.8,1.0,89.8,0.9,Accuracy
229,1,Sentiment Analysis,DBRD,2020-01,RobBERT,94.422,100.0,94.422,1.0,94.422,0.95,Accuracy
230,1,Sentiment Analysis,AJGT,2020-02,AraBERTv1,93.8,100.0,93.8,1.0,93.8,0.94,Accuracy
231,1,Sentiment Analysis,HARD,2020-02,AraBERTv1,96.1,100.0,96.1,1.0,96.1,0.96,Accuracy
0,1,Language Modelling,One Billion Word,2013-12,RNN-1024 + 9 Gram,51.3,96.98,51.3,0.97,52.9,0.06,PPL
1,1,Language Modelling,One Billion Word,2014-12,Sparse Non-Negative,52.9,100.0,1.6,0.03,52.9,0.06,PPL
2,1,Document Summarization,CNN / Daily Mail,2017-09,C2F + ALTERNATE,23.6,72.06,23.6,0.72,32.75,0.03,PPL
3,1,Document Summarization,CNN / Daily Mail,2018-08,Bottom-Up Sum,32.75,100.0,9.1,0.28,32.75,0.04,PPL
4,1,Topic Models,20NEWS,2019-08,Bayesian SMM,851.0,100.0,851,1.0,851,1.0,PPL
0,1,Natural Language Inference,SNLI,2014-04,DCNN [[Blunsom et al.2014]],86.8,94.45,86.8,0.94,91.9,0.94,%\\ Test\\ Accuracy
1,1,Natural Language Inference,SNLI,2014-08,CNN-MC [[Kim2014]],88.1,95.87,1.3,0.01,91.9,0.96,%\\ Test\\ Accuracy
2,1,Natural Language Inference,SNLI,2016-09,600D ESIM + 300D Syntactic TreeLSTM,88.6,96.41,0.5,0.01,91.9,0.96,%\\ Test\\ Accuracy
3,1,Natural Language Inference,SNLI,2017-02,BiMPM Ensemble,88.8,96.63,0.2,0.0,91.9,0.97,%\\ Test\\ Accuracy
4,1,Natural Language Inference,SNLI,2017-09,"448D Densely Interactive Inference Network (DIIN, code) Ensemble",88.9,96.74,0.1,0.0,91.9,0.97,%\\ Test\\ Accuracy
5,1,Natural Language Inference,SNLI,2017-11,KIM Ensemble,89.1,96.95,0.2,0.0,91.9,0.97,%\\ Test\\ Accuracy
6,1,Natural Language Inference,SNLI,2017-12,300D CAFE Ensemble,89.3,97.17,0.2,0.0,91.9,0.97,%\\ Test\\ Accuracy
7,1,Natural Language Inference,SNLI,2018-05,Densely-Connected Recurrent and Co-Attentive Network Ensemble,90.1,98.04,0.8,0.01,91.9,0.98,%\\ Test\\ Accuracy
8,1,Natural Language Inference,SNLI,2018-09,SJRC (BERT-Large +SRL),91.3,99.35,1.2,0.01,91.9,0.99,%\\ Test\\ Accuracy
9,1,Natural Language Inference,SNLI,2019-01,MT-DNN,91.6,99.67,0.3,0.0,91.9,1.0,%\\ Test\\ Accuracy
10,1,Natural Language Inference,SNLI,2019-09,SemBERT,91.9,100.0,0.3,0.0,91.9,1.0,%\\ Test\\ Accuracy
0,1,Question Answering,QASent,2014-05,Paragraph vector (lexical overlap + dist output),0.7514,92.57,0.7514,0.93,0.8117,0.01,MRR
1,1,Question Answering,QASent,2014-12,Bigram-CNN (lexical overlap + dist output),0.7846,96.66,0.0,0.0,0.8117,0.01,MRR
2,1,Question Answering,QASent,2015-11,Attentive LSTM,0.8117,100.0,0.0,0.0,0.8117,0.01,MRR
3,1,Question Answering,WikiQA,2014-05,Paragraph vector (lexical overlap + dist output),0.6058,64.93,0.6058,0.65,0.933,0.01,MRR
4,1,Question Answering,WikiQA,2014-12,Bigram-CNN (lexical overlap + dist output),0.6652,71.3,0.1,0.11,0.933,0.01,MRR
5,1,Question Answering,WikiQA,2015-11,LSTM (lexical overlap + dist output),0.6988,74.9,0.0,0.0,0.933,0.01,MRR
6,1,Question Answering,WikiQA,2015-11,Attentive LSTM,0.7069,75.77,0.0,0.0,0.933,0.01,MRR
7,1,Question Answering,WikiQA,2016-02,LDC,0.7226,77.45,0.0,0.0,0.933,0.01,MRR
8,1,Question Answering,WikiQA,2016-06,PWIM,0.7234,77.53,0.0,0.0,0.933,0.01,MRR
9,1,Question Answering,WikiQA,2016-06,Key-Value Memory Network,0.7265,77.87,0.0,0.0,0.933,0.01,MRR
10,1,Question Answering,WikiQA,2017-07,HyperQA,0.727,77.92,0.0,0.0,0.933,0.01,MRR
11,1,Question Answering,WikiQA,2019-05,Comp-Clip + LM + LC,0.784,84.03,0.1,0.11,0.933,0.01,MRR
12,1,Question Answering,WikiQA,2019-11,"TANDA-RoBERTa (ASNQ, WikiQA)",0.933,100.0,0.1,0.11,0.933,0.01,MRR
13,1,Question Answering,TrecQA,2014-12,CNN,0.785,80.6,0.785,0.81,0.974,0.01,MRR
14,1,Question Answering,TrecQA,2016-06,PWIN,0.8219,84.38,0.0,0.0,0.974,0.01,MRR
15,1,Question Answering,TrecQA,2017-07,HyperQA,0.825,84.7,0.0,0.0,0.974,0.01,MRR
16,1,Question Answering,TrecQA,2019-05,Comp-Clip + LM + LC,0.928,95.28,0.1,0.1,0.974,0.01,MRR
17,1,Question Answering,TrecQA,2019-11,"TANDA-RoBERTa (ASNQ, TREC-QA)",0.974,100.0,0.0,0.0,0.974,0.01,MRR
18,1,Question Answering,YahooCQA,2016-02,AP-BiLSTM,0.731,84.9,0.731,0.85,0.861,0.01,MRR
19,1,Question Answering,YahooCQA,2017-07,HyperQA,0.801,93.03,0.1,0.12,0.861,0.01,MRR
20,1,Question Answering,YahooCQA,2020-02,sMIM (1024) +,0.861,100.0,0.1,0.12,0.861,0.01,MRR
21,1,Hypernym Discovery,Medical domain,2016-11,vTE,41.07,75.16,41.07,0.75,54.64,0.59,MRR
22,1,Hypernym Discovery,Medical domain,2018-06,CRIM,54.64,100.0,13.6,0.25,54.64,0.79,MRR
23,1,Hypernym Discovery,Music domain,2016-11,vTE,39.36,64.6,39.36,0.65,60.93,0.57,MRR
24,1,Hypernym Discovery,Music domain,2018-06,CRIM,60.93,100.0,21.6,0.35,60.93,0.88,MRR
25,1,Hypernym Discovery,General,2016-11,vTE,23.83,66.01,23.83,0.66,36.1,0.34,MRR
26,1,Hypernym Discovery,General,2018-06,CRIM,36.1,100.0,12.3,0.34,36.1,0.52,MRR
27,1,Visual Dialog,VisDial v0.9 val,2017-09,AMEM Seo et al. (2017),62.27,90.35,62.27,0.9,68.92,0.9,MRR
28,1,Visual Dialog,VisDial v0.9 val,2017-11,CoAtt Wu et al. (2018),63.98,92.83,1.7,0.02,68.92,0.92,MRR
29,1,Visual Dialog,VisDial v0.9 val,2019-02,DAN,66.38,96.31,2.4,0.03,68.92,0.96,MRR
30,1,Visual Dialog,VisDial v0.9 val,2019-04,9xFGA (VGG),68.92,100.0,2.5,0.04,68.92,0.99,MRR
31,1,Visual Dialog,VisDial v1.0 test-std,2018-09,CorefNMN Kottur et al. (2018),61.5,88.74,61.5,0.89,69.3,0.89,MRR
32,1,Visual Dialog,VisDial v1.0 test-std,2019-02,DAN,63.2,91.2,1.7,0.02,69.3,0.91,MRR
33,1,Visual Dialog,VisDial v1.0 test-std,2019-04,5xFGA (F-RCNNx101),69.3,100.0,6.1,0.09,69.3,1.0,MRR
34,1,Passage Re-Ranking,MS MARCO,2019-01,BERT + Small Training,0.359,97.55,0.359,0.98,0.368,0.01,MRR
35,1,Passage Re-Ranking,MS MARCO,2019-04,BERT + Doc2query,0.368,100.0,0.0,0.0,0.368,0.01,MRR
36,1,Visual Dialog,Visual Dialog v1.0,2019-02,HACAN,64.22,99.04,64.22,0.99,64.84,0.93,MRR
37,1,Visual Dialog,Visual Dialog v1.0,2020-04,MVAN,64.84,100.0,0.6,0.01,64.84,0.94,MRR
0,1,Question Answering,WikiQA,2014-05,Paragraph vector (lexical overlap + dist output),0.5976,64.96,0.5976,0.65,0.92,0.01,MAP
1,1,Question Answering,WikiQA,2014-12,Bigram-CNN (lexical overlap + dist output),0.652,70.87,0.1,0.11,0.92,0.02,MAP
2,1,Question Answering,WikiQA,2015-11,LSTM (lexical overlap + dist output),0.682,74.13,0.0,0.0,0.92,0.02,MAP
3,1,Question Answering,WikiQA,2015-11,Attentive LSTM,0.6886,74.85,0.0,0.0,0.92,0.02,MAP
4,1,Question Answering,WikiQA,2016-02,LDC,0.7058,76.72,0.0,0.0,0.92,0.02,MAP
5,1,Question Answering,WikiQA,2016-06,PWIM,0.709,77.07,0.0,0.0,0.92,0.02,MAP
6,1,Question Answering,WikiQA,2017-07,HyperQA,0.712,77.39,0.0,0.0,0.92,0.02,MAP
7,1,Question Answering,WikiQA,2019-05,Comp-Clip + LM + LC,0.764,83.04,0.1,0.11,0.92,0.02,MAP
8,1,Question Answering,WikiQA,2019-11,"TANDA-RoBERTa (ASNQ, WikiQA)",0.92,100.0,0.2,0.22,0.92,0.02,MAP
9,1,Question Answering,QASent,2014-05,Paragraph vector (lexical overlap + dist output),0.6762,92.14,0.6762,0.92,0.7339,0.02,MAP
10,1,Question Answering,QASent,2014-12,Bigram-CNN (lexical overlap + dist output),0.7113,96.92,0.0,0.0,0.7339,0.02,MAP
11,1,Question Answering,QASent,2015-11,Attentive LSTM,0.7339,100.0,0.0,0.0,0.7339,0.02,MAP
12,1,Question Answering,TrecQA,2014-12,CNN,0.711,75.4,0.711,0.75,0.943,0.02,MAP
13,1,Question Answering,TrecQA,2016-06,PWIN,0.7588,80.47,0.0,0.0,0.943,0.02,MAP
14,1,Question Answering,TrecQA,2017-07,HyperQA,0.77,81.65,0.0,0.0,0.943,0.02,MAP
15,1,Question Answering,TrecQA,2019-05,Comp-Clip + LM + LC,0.868,92.05,0.1,0.11,0.943,0.02,MAP
16,1,Question Answering,TrecQA,2019-11,"TANDA-RoBERTa (ASNQ, TREC-QA)",0.943,100.0,0.1,0.11,0.943,0.02,MAP
17,1,Question Answering,SemEvalCQA,2015-03,ARC-II,0.78,98.11,0.78,0.98,0.795,0.02,MAP
18,1,Question Answering,SemEvalCQA,2016-06,Kelp,0.792,99.62,0.0,0.0,0.795,0.02,MAP
19,1,Question Answering,SemEvalCQA,2017-07,HyperQA,0.795,100.0,0.0,0.0,0.795,0.02,MAP
20,1,Hypernym Discovery,Music domain,2016-11,vTE,12.99,31.71,12.99,0.32,40.97,0.32,MAP
21,1,Hypernym Discovery,Music domain,2018-06,CRIM,40.97,100.0,28.0,0.68,40.97,1.0,MAP
22,1,Hypernym Discovery,General,2016-11,vTE,10.6,53.59,10.6,0.54,19.78,0.26,MAP
23,1,Hypernym Discovery,General,2018-06,CRIM,19.78,100.0,9.2,0.47,19.78,0.48,MAP
24,1,Hypernym Discovery,Medical domain,2016-11,vTE,18.84,55.33,18.84,0.55,34.05,0.46,MAP
25,1,Hypernym Discovery,Medical domain,2018-06,CRIM,34.05,100.0,15.2,0.45,34.05,0.83,MAP
26,1,Ad-Hoc Information Retrieval,TREC Robust04,2017-04,FNRM-RankProb_Embed,0.2837,86.55,0.2837,0.87,0.3278,0.01,MAP
27,1,Ad-Hoc Information Retrieval,TREC Robust04,2018-10,SNRM,0.2856,87.13,0.0,0.0,0.3278,0.01,MAP
28,1,Ad-Hoc Information Retrieval,TREC Robust04,2018-10,SNRM-PRF,0.2971,90.63,0.0,0.0,0.3278,0.01,MAP
29,1,Ad-Hoc Information Retrieval,TREC Robust04,2018-12,Anserini BM25+RM3,0.302,92.13,0.0,0.0,0.3278,0.01,MAP
30,1,Ad-Hoc Information Retrieval,TREC Robust04,2019-03,BERT FT(Microblog),0.3278,100.0,0.0,0.0,0.3278,0.01,MAP
0,1,Relation Extraction,ACE 2005,2014-06,Joint w/ Global,52.1,82.44,52.1,0.82,63.2,0.73,Relation\\ F1
1,1,Relation Extraction,ACE 2005,2016-01,SPTree,55.6,87.97,3.5,0.06,63.2,0.78,Relation\\ F1
2,1,Relation Extraction,ACE 2005,2017-07,Attention,55.9,88.45,0.3,0.0,63.2,0.78,Relation\\ F1
3,1,Relation Extraction,ACE 2005,2017-09,Global,57.5,90.98,1.6,0.03,63.2,0.8,Relation\\ F1
4,1,Relation Extraction,ACE 2005,2018-10,MRT,59.6,94.3,2.1,0.03,63.2,0.83,Relation\\ F1
5,1,Relation Extraction,ACE 2005,2019-04,DYGIE,63.2,100.0,3.6,0.06,63.2,0.88,Relation\\ F1
6,1,Relation Extraction,CoNLL04,2014-10,Table Representation,61.0,85.35,61.0,0.85,71.47,0.85,Relation\\ F1
7,1,Relation Extraction,CoNLL04,2014-10,Table Representation,62.8,87.87,1.8,0.03,71.47,0.88,Relation\\ F1
8,1,Relation Extraction,CoNLL04,2017-09,Global,67.8,94.86,5.0,0.07,71.47,0.95,Relation\\ F1
9,1,Relation Extraction,CoNLL04,2019-05,Multi-turn QA,68.9,96.4,1.1,0.02,71.47,0.96,Relation\\ F1
10,1,Relation Extraction,CoNLL04,2019-09,SpERT,71.47,100.0,2.6,0.04,71.47,1.0,Relation\\ F1
11,1,Joint Entity and Relation Extraction,SciERC,2018-08,SciIE,39.3,77.3,39.3,0.77,50.84,0.55,Relation\\ F1
12,1,Joint Entity and Relation Extraction,SciERC,2019-04,DyGIE,41.6,81.83,2.3,0.05,50.84,0.58,Relation\\ F1
13,1,Joint Entity and Relation Extraction,SciERC,2019-09,DyGIE++,48.4,95.2,6.8,0.13,50.84,0.68,Relation\\ F1
14,1,Joint Entity and Relation Extraction,SciERC,2019-09,SpERT,50.84,100.0,2.4,0.05,50.84,0.71,Relation\\ F1
0,1,Relation Extraction,ACE 2004,2014-06,Joint w/ Global,45.3,75.88,45.3,0.76,59.7,0.57,Entity\\+Relation\\ F1
1,1,Relation Extraction,ACE 2004,2016-01,SPTree,48.4,81.07,3.1,0.05,59.7,0.61,Entity\\+Relation\\ F1
2,1,Relation Extraction,ACE 2004,2019-04,DYGIE,59.7,100.0,11.3,0.19,59.7,0.76,Entity\\+Relation\\ F1
3,1,Relation Extraction,ADE Corpus,2018-04,multi-head,74.58,94.6,74.58,0.95,78.84,0.95,Entity\\+Relation\\ F1
4,1,Relation Extraction,ADE Corpus,2018-08,multi-head + AT,75.52,95.79,0.9,0.01,78.84,0.96,Entity\\+Relation\\ F1
5,1,Relation Extraction,ADE Corpus,2019-05,Relation-Metric,77.19,97.91,1.7,0.02,78.84,0.98,Entity\\+Relation\\ F1
6,1,Relation Extraction,ADE Corpus,2019-09,SpERT,78.84,100.0,1.7,0.02,78.84,1.0,Entity\\+Relation\\ F1
0,1,Relation Extraction,ACE 2004,2014-06,Joint w/ Global,79.7,91.19,79.7,0.91,87.4,0.86,Entity\\ F1
1,1,Relation Extraction,ACE 2004,2016-01,SPTree,81.8,93.59,2.1,0.02,87.4,0.88,Entity\\ F1
2,1,Relation Extraction,ACE 2004,2019-04,DYGIE,87.4,100.0,5.6,0.06,87.4,0.94,Entity\\ F1
3,1,Relation Extraction,ACE 2005,2014-06,Joint w/ Global,80.8,91.4,80.8,0.91,88.4,0.87,Entity\\ F1
4,1,Relation Extraction,ACE 2005,2016-01,SPTree,83.4,94.34,2.6,0.03,88.4,0.9,Entity\\ F1
5,1,Relation Extraction,ACE 2005,2017-09,Global,83.6,94.57,0.2,0.0,88.4,0.9,Entity\\ F1
6,1,Relation Extraction,ACE 2005,2019-04,DYGIE,88.4,100.0,4.8,0.05,88.4,0.96,Entity\\ F1
7,1,Relation Extraction,CoNLL04,2014-10,Table Representation,80.7,90.74,80.7,0.91,88.94,0.87,Entity\\ F1
8,1,Relation Extraction,CoNLL04,2017-09,Global,85.6,96.24,4.9,0.06,88.94,0.93,Entity\\ F1
9,1,Relation Extraction,CoNLL04,2018-12,Biaffine attention,86.2,96.92,0.6,0.01,88.94,0.93,Entity\\ F1
10,1,Relation Extraction,CoNLL04,2019-05,Multi-turn QA,87.8,98.72,1.6,0.02,88.94,0.95,Entity\\ F1
11,1,Relation Extraction,CoNLL04,2019-09,SpERT,88.94,100.0,1.1,0.01,88.94,0.96,Entity\\ F1
12,1,Relation Extraction,ADE Corpus,2018-04,multi-head,86.4,96.77,86.4,0.97,89.28,0.93,Entity\\ F1
13,1,Relation Extraction,ADE Corpus,2018-08,multi-head + AT,86.73,97.14,0.3,0.0,89.28,0.94,Entity\\ F1
14,1,Relation Extraction,ADE Corpus,2019-05,Relation-Metric,87.02,97.47,0.3,0.0,89.28,0.94,Entity\\ F1
15,1,Relation Extraction,ADE Corpus,2019-09,SpERT,89.28,100.0,2.3,0.03,89.28,0.97,Entity\\ F1
16,1,Joint Entity and Relation Extraction,SciERC,2018-08,SciIE,64.2,91.28,64.2,0.91,70.33,0.69,Entity\\ F1
17,1,Joint Entity and Relation Extraction,SciERC,2019-04,DyGIE,65.2,92.71,1.0,0.01,70.33,0.7,Entity\\ F1
18,1,Joint Entity and Relation Extraction,SciERC,2019-09,DyGIE++,67.5,95.98,2.3,0.03,70.33,0.73,Entity\\ F1
19,1,Joint Entity and Relation Extraction,SciERC,2019-09,SpERT,70.33,100.0,2.8,0.04,70.33,0.76,Entity\\ F1
20,1,Coreference Resolution,GAP,2019-08,ProBERT,92.5,100.0,92.5,1.0,92.5,1.0,Entity\\ F1
0,1,Machine Translation,WMT2014 English-French,2014-06,CSLM + RNN + WP,34.54,75.75,34.54,0.76,45.6,0.76,BLEU\\ score
1,1,Machine Translation,WMT2014 English-French,2014-09,RNN-search50*,36.2,79.39,1.7,0.04,45.6,0.79,BLEU\\ score
2,1,Machine Translation,WMT2014 English-French,2014-09,SMT+LSTM5,36.5,80.04,0.3,0.01,45.6,0.8,BLEU\\ score
3,1,Machine Translation,WMT2014 English-French,2014-10,LSTM6 + PosUnk,37.5,82.24,1.0,0.02,45.6,0.82,BLEU\\ score
4,1,Machine Translation,WMT2014 English-French,2016-06,Deep-Att + PosUnk,39.2,85.96,1.7,0.04,45.6,0.86,BLEU\\ score
5,1,Machine Translation,WMT2014 English-French,2016-09,GNMT+RL,39.9,87.5,0.7,0.02,45.6,0.87,BLEU\\ score
6,1,Machine Translation,WMT2014 English-French,2017-01,MoE,40.56,88.95,0.7,0.02,45.6,0.89,BLEU\\ score
7,1,Machine Translation,WMT2014 English-French,2017-05,ConvS2S (ensemble),41.3,90.57,0.7,0.02,45.6,0.91,BLEU\\ score
8,1,Machine Translation,WMT2014 English-French,2017-11,Weighted Transformer (large),41.4,90.79,0.1,0.0,45.6,0.91,BLEU\\ score
9,1,Machine Translation,WMT2014 English-French,2018-03,Transformer (big) + Relative Position Representations,41.5,91.01,0.1,0.0,45.6,0.91,BLEU\\ score
10,1,Machine Translation,WMT2014 English-French,2018-06,Transformer Big,43.2,94.74,1.7,0.04,45.6,0.95,BLEU\\ score
11,1,Machine Translation,WMT2014 English-French,2018-08,Transformer Big + BT,45.6,100.0,2.4,0.05,45.6,1.0,BLEU\\ score
12,1,Machine Translation,IWSLT2015 German-English,2014-09,Bi-GRU (MLE+SLE),28.53,80.37,28.53,0.8,35.5,0.63,BLEU\\ score
13,1,Machine Translation,IWSLT2015 German-English,2016-07,RNNsearch,29.98,84.45,1.4,0.04,35.5,0.66,BLEU\\ score
14,1,Machine Translation,IWSLT2015 German-English,2016-11,Conv-LSTM (deep+pos),30.4,85.63,0.4,0.01,35.5,0.67,BLEU\\ score
15,1,Machine Translation,IWSLT2015 German-English,2017-05,ConvS2S,32.31,91.01,1.9,0.05,35.5,0.71,BLEU\\ score
16,1,Machine Translation,IWSLT2015 German-English,2017-06,Transformer,34.44,97.01,2.1,0.06,35.5,0.76,BLEU\\ score
17,1,Machine Translation,IWSLT2015 German-English,2019-06,Transformer Base + adversarial MLE,35.18,99.1,0.7,0.02,35.5,0.77,BLEU\\ score
18,1,Machine Translation,IWSLT2015 German-English,2020-02,TaLK Convolutions,35.5,100.0,0.3,0.01,35.5,0.78,BLEU\\ score
19,1,Machine Translation,WMT2015 English-German,2015-08,BPE word segmentation,22.8,86.69,22.8,0.87,26.3,0.5,BLEU\\ score
